series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	0.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	SEXO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	0.0	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	SEXO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	0.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	SEXO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	2.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	RELIGION
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	4.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	RELIGION
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	2.1	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	RELIGION
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	3.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	5.8	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	3.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	0.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	7.9	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	0.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	2.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	5.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	2.7	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	1.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	1.0	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	1.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	7.6	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	20.7	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	7.7	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	0.6	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	1.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	417	Kyrgyzstan	2018.0	0.6	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 5742 women. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	OTHER
