series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	4.39521	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	15.64999	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	14.49751	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	9.96196	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	5.48607	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	16.70416	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	12.23229	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	21.5903	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	FEMALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	3.73062	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	4.9392	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	6.80887	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	5.44927	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	3.82829	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	5.35802	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	RURAL	MALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	4.58808	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	3.81681	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	15.15812	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	10.73408	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	19.16592	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	14.70623	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	14.50865	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	9.70224	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	5.19476	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	3.78026	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	5.81246	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	6.27988	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	5.19514	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	4.06421	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	13.89114	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	9.70491	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	17.14412	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	13.86423	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	14.51808	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	9.44928	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	4.93032	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	242	Fiji	2016.0	4.9759	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	45-54	G
