series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	7.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	MALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	10.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	FEMALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	7.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	BOTHSEX	G	PWD	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	14.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	BOTHSEX	G	PD	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	8.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	BOTHSEX	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	2.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	BOTHSEX	G	_T	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	6.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	BOTHSEX	G	PD	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	2.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	BOTHSEX	G	PWD	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	3.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	FEMALE	G	_T	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	578	Norway	2015.0	1.0	Float						National Statistical Office - Survey of Living Conditions		['Age: 16 years and over. Sample size: 13748. Discrimination grounds (2): general, health problems/disability.']	C	PERCENT	MALE	G	_T	DISHEA
