series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	8.0567	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	22.74799	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	18.79957	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	9.50948	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	10.11552	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	22.3401	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	FEMALE	55-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	23.53794	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	9.1623	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	MALE	45-54	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	7.84513	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	21.48663	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	URBAN	FEMALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	8.25437	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	URBAN	MALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	25.24659	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	RURAL	FEMALE	15+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	222	El Salvador	2010.0	7.13837	Float						Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.		"['Work for other households has been included under ""unpaid care work"" as it might include other family members.']"	CA	PERCENT	RURAL	MALE	15+	G
