series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	4.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	MALE	PWD	G	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	25.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	_T	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	41.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	PD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	26.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	E	PERCENT	BOTHSEX	PWD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	25.6	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	PWD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	55.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	MALE	PD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	27.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	MALE	PWD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	25.9	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	MALE	_T	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	48.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	E	PERCENT	BOTHSEX	PD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	25.6	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	E	PERCENT	BOTHSEX	_T	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	3.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	PWD	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	6.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	PD	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	3.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	_T	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	4.3	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	E	PERCENT	BOTHSEX	PWD	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	716	Zimbabwe	2019.0	5.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 10129 women and 4178 men. Discrimination grounds (10): sex, age, ethnic or immigration origin, disability, religion or belief, marital status, pregnancy (only asked to women), political affiliation, born out of wedlock, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	E	PERCENT	BOTHSEX	PD	G	AGE
