series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2010.0	52.12	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2011.0	50.71	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2012.0	50.45	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2013.0	49.06	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2014.0	48.53	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2015.0	48.77	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2016.0	48.15	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2017.0	48.80	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2018.0	49.30	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	2019.0	49.76	Float						National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		['Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.']	C	PERCENT	ALLAGE	ALLAREA	BOTHSEX	G
