series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	17.70833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	19.93056	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	FEMALE	10+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	11.18056	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	MALE	10+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	14.79167	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	MALE	45-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	11.59722	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	23.40278	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	7.01389	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	14.44444	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	22.01389	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	233	Estonia	2000.0	22.70833	Float						Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.		"['Unpaid domestic work includes ""travel related to household and family care"".']"	CA	PERCENT	ALLAREA	FEMALE	45-64	G
