series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Reporting Type
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2000.0	108.83945	Float						Evaluacion antropometrica nutricional de los menores de cinco años, para comparacion internacional. Venezuela 2000. Caracas: Instituto Nacional de Nutrition, 2001(and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2001.0	123.64268	Float						Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2002.0	135.63739	Float						Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2003.0	147.55255	Float						Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2004.0	148.06834	Float						Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2005.0	137.15011	Float						Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2006.0	137.95301	Float						Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2007.0	144.1377	Float						Sistema de vigilancia alimentaria y nutricional Venezuela 2007. Caracas, Venezuela: Instituto Nacional de Nutrición, 2009 (y análisis adicional).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2008.0	129.91563	Float						Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	862	Venezuela (Bolivarian Republic of)	2009.0	118.56782	Float						Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).		['Converted estimates']	CA	NUM_TH	<5Y	G
