series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	3.10553	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	8.14804	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	4.79133	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	15+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	1.03577	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	0.84871	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	15-24	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	1.63384	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	55-64	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	1.40993	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	45-54	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	2.90807	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	1.80536	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	15+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	2.54664	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	65+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	3.65527	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	55-64	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	2.68203	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	45-54	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	7.12896	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	FEMALE	25-44	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	242	Fiji	2016.0	0.83269	Float						Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16		['']	C	PERCENT	URBAN	MALE	15-24	G
