series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	1.4	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	MALE	G	_T	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	9.2	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	BOTHSEX	G	_T	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	11.4	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	BOTHSEX	G	PD	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	9.0	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	BOTHSEX	G	PWD	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	4.4	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	FEMALE	G	_T	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	3.9	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	BOTHSEX	G	PWD	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	5.2	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	BOTHSEX	G	PD	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	4.0	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	BOTHSEX	G	_T	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	0.5	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	MALE	G	_T	GENID
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	554	New Zealand	2016.0	0.4	Float						National Statistical Office - General Social Survey		['Time period: refers only to occurrences in the last 12 months. Population: in private dwellings in the North Island, South Island, or Waiheke Island of New Zealand. Age: 15 years and over (the sexual/gender identity ground and disaggregation cover only 18 years and over). Sample size: approximately 12000 households. Discrimination grounds (10): sex, age, skin colour and race/ethnic group and accent/language spoken (each of which are collected as separate items), sexual identity and gender identity, religious beliefs, disability or health status, any other reason (includes way of dress or appearance).']	C	PERCENT	FEMALE	G	_T	GENID
