series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	2.8	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PWD	G	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	5.1	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PWD	G	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	8.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PD	G	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	5.1	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	_T	G	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	0.8	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PWD	G	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	5.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PD	G	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	1.1	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	_T	G	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	3.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PWD	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	6.6	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PD	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	3.7	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	_T	G	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	6.5	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PWD	G	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	12.1	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PD	G	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	6.8	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	_T	G	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	11.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PWD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	19.3	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	PD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	11.8	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	_T	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	368	Iraq	2018.0	2.7	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 30660 women. Discrimination grounds (5): sex, age, ethnic or immigration origin, disability, other reason.']	C	PERCENT	FEMALE	_T	G	OTHER
