series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2006.0	11.91531	Float						Ministerio de Planificacion		['Encuesta de Caracterizacion Socio-Economica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2006.0	23.40301	Float						Ministerio de Planificacion		['Encuesta de Caracterizacion Socio-Economica Nacional (CASEN)']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2009.0	21.74592	Float						Ministerio de Planificacion		['Encuesta de Caracterizacion Socio-Economica Nacional (CASEN)']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2009.0	12.30475	Float						Ministerio de Planificacion		['Encuesta de Caracterizacion Socio-Economica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2011.0	0.44437	Float						Universidad de Chile - Gobierno de Chile		['Encuesta de Caracterizacion Socioeconomica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2011.0	0.59718	Float						Universidad de Chile - Gobierno de Chile		['Encuesta de Caracterizacion Socioeconomica Nacional (CASEN)']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2013.0	20.50725	Float						Ministerio de Desarrollo Social - Gobierno de Chile		['Encuesta de Caracterización Socioeconómica Nacional (CASEN)']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2013.0	13.8681	Float						Ministerio de Desarrollo Social - Gobierno de Chile		['Encuesta de Caracterización Socioeconómica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2015.0	14.23998	Float						World Development Indicators database, World Bank		['Encuesta de Caracterización Socioeconómica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	152	Chile	2015.0	24.27583	Float						World Development Indicators database, World Bank		['Encuesta de Caracterización Socioeconómica Nacional (CASEN)']	CA	PERCENT	G	_T
