series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	5.6	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	6.1	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	E	PERCENT	BOTHSEX	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	0.8	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	MALE	G	_T	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	1.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	G	_T	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	1.0	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	E	PERCENT	BOTHSEX	G	_T	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	0.0	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	MALE	G	_T	SEXO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	0.3	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	G	_T	SEXO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	0.2	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	E	PERCENT	BOTHSEX	G	_T	SEXO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	3.1	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	MALE	G	_T	RELIGION
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	499	Montenegro	2018.0	1.4	Float						National Statistical Office - Multiple Indicator Cluster Surveys (MICS6)		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Sample size: 713 women and 301 men. Discrimination grounds (7): sex, age, ethnic or immigration origin, disability, religion, sexual orientation, other reason. Estimates: the aggregated data for both sexes are an indirect estimation from data for women and men. ']	C	PERCENT	FEMALE	G	_T	RELIGION
