series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Type of occupation	Reporting Type
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2000.0	4	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2000.0	4	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2000.0	4	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2001.0	4	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2001.0	4	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2001.0	3.9	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2002.0	3.9	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2002.0	4.1	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2002.0	3.6	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Geographical coverage: Main cities or metropolitan areas | Local currency: ARG - Argentine peso(ARS)']	C	CUR_LCU	FEMALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2003.0	4.5	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: ARG - Argentine peso(ARS) | Break in series: Sample redesigned']	C	CUR_LCU	BOTHSEX	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2003.0	4.4	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: ARG - Argentine peso(ARS) | Break in series: Sample redesigned']	C	CUR_LCU	MALE	isco08	G
SL_EMP_AEARN	Average hourly earnings of employees by sex and occupation (local currency)	32	Argentina	2003.0	4.6	Float						LFS - Annual Survey of Urban Households		['Repository: SEDLAC (CEDLAS and The World Bank) | Local currency: ARG - Argentine peso(ARS) | Break in series: Sample redesigned']	C	CUR_LCU	FEMALE	isco08	G
