series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2005.0	39.25168	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2005.0	48.39835	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2006.0	39.79638	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2006.0	47.92795	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2007.0	42.15918	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2007.0	46.97133	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2008.0	46.43935	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2008.0	43.20438	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2009.0	43.284	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2009.0	45.79225	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2010.0	45.36842	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2010.0	42.37389	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2011.0	42.30273	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2011.0	44.9534	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2012.0	43.78843	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	616	Poland	2012.0	40.12679	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
