series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Reporting Type
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2000.0	7.17963	Float						Jamaica survey of living conditions data set 2000. The Planning Institute and the Statistical Institute of Jamaica, 2001 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2001.0	6.57641	Float						Jamaica survey of living conditions data set 2001. The Planning Institute and the Statistical Institute of Jamaica, 2002 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2002.0	8.19325	Float						Jamaica survey of living conditions data set 2002. The Planning Institute and the Statistical Institute of Jamaica, 2003 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2004.0	4.85202	Float						Jamaica survey of living conditions data set 2004. The Planning Institute and the Statistical Institute of Jamaica, 2005 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2006.0	7.51231	Float						Jamaica survey of living conditions data set 2006. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2007.0	5.43261	Float						Jamaica survey of living conditions data set 2007. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2008.0	6.92893	Float						Jamaica survey of living conditions data set 2008. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2010.0	5.95248	Float						Jamaica survey of living conditions data set 2010. The Planning Institute and the Statistical Institute of Jamaica, 2013 (and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2012.0	6.81605	Float						Jamaica survey of living conditions data set 2012. The Planning Institute and the Statistical Institute of Jamaica, 2015(and additional analysis).		['']	CA	PER_POP_U5	<5Y	G
SH_STA_STUNT	Proportion of children moderately or severely stunted (%)	388	Jamaica	2014.0	5.99792	Float						Jamaica survey of living conditions data set 2014. The Planning Institute and the Statistical Institute of Jamaica, 2017 (and additional analysis)		['']	CA	PER_POP_U5	<5Y	G
