series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Type of waste treatment
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2005.0	60.200001	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2006.0	86.260002	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2007.0	51.759998000000003	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2008.0	100.860001	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2009.0	52.959999000000003	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2010.0	23.059999000000001	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2011.0	157.220001	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2012.0	7.94	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2013.0	7.16	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2014.0	13.6	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
EN_HAZ_TREATV	Hazardous waste treated, by type of treatment (Tonnes)	28	Antigua and Barbuda	2015.0	16.600000000000001	Float						UNSTATS / Environment Live 		['Hazardous waste gone to landfill is all waste generated from the medical sector so is partly hazardous material but not all hazardous. The specific amount of how much medical waste is hazardous is unknown.']	C	TONNES	G	LANDFIL
