series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	37.7	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	26.8	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	10.4	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	10.3	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	5.5	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	11.6	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	6.2	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	1.8	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	PWD	G	SEXOGENID
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	1.0	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 18-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	PD	G	SEXOGENID
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	188	Costa Rica	2018.0	1.7	Float						National Statistical Office - Encuesta de Mujeres, Niñez y Adolescencia/MICS6		['Time period: refers only to occurrences in the last 12 months. Age: 15-49 years. Discrimination grounds (8): sex, age, ethnic origin, religion or belief, disability, nationality, sexual orientation, other reason.']	C	PERCENT	FEMALE	_T	G	SEXOGENID
