series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	40.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	42.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PD	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	39.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PWD	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	44.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	FEMALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	8.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PD	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	11.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	_T	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	3.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	MALE	G	_T	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	23.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	FEMALE	G	_T	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	17.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PWD	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	11.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PD	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	15.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	_T	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	34.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	MALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	3.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	FEMALE	G	_T	SEXO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	4.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PWD	SEXO
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	8.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	MALE	G	_T	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	5.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	_T	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	15.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PD	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	2.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PWD	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	6.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	FEMALE	G	_T	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	5.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	MALE	G	_T	DISHEA
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	9.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	_T	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	7.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PD	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	752	Sweden	2015.0	10.0	Float						Public Health Agency/National Statistical Office - National Public Health Survey 		['Time period: refers only to occurrences in the last 3 months. Age: 16-84 years. Sample size: 16756 persons. Discrimination grounds (10): ethnicity, sex, sexual identity, age, disability, religion, skin colour, appearance, gender identity or / and gender expression, other.']	C	PERCENT	BOTHSEX	G	PWD	ETHCOLLAN
