series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	11.8	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	BOTHSEX	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	4.6	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	FEMALE	G	_T	MAR
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	2.8	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	BOTHSEX	G	_T	MAR
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	4.1	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	MALE	G	_T	FAM
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	13.6	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	FEMALE	G	_T	FAM
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	9.3	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	BOTHSEX	G	_T	FAM
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	26.4	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	MALE	G	_T	ETHCOLLANNAL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	17.1	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	FEMALE	G	_T	ETHCOLLANNAL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	21.3	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	BOTHSEX	G	_T	ETHCOLLANNAL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	372	Ireland	2014.0	5.7	Float						National Statistical Office - Quarterly National Household Survey		"[""Time period: refers only to occurrences in the last 2 years. Age: 18 years and over. Reference period: Q3 2014. Sample size: 5885 men and 8983 women. Discrimination grounds (10): gender, civil or marital status, family status, age, disability, race/skin colour/ethnic group/nationality, other (includes categories 'sexual orientation', 'religious belief', 'membership of the traveller community' and 'other').""]"	C	PERCENT	MALE	G	_T	DISHEA
