series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Activity
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	42.41989	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	65.86472	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	ISIC4_A
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	42.59087	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	NONAGR
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	59.07629	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	ISIC4_A
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	42.27282	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	44.80202	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	60.48133	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	ISIC4_A
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	43.77822	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	TOTAL
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2006.0	44.35663	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2007.0	60.77146	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	ISIC4_A
SL_ISV_IFEM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	858	Uruguay	2007.0	42.04371	Float						LFS - Continous Household Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
