series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2015.0	10.5	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	MALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2015.0	14.4	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	FEMALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2015.0	11.4	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	BOTHSEX	G	PWD	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2015.0	16.6	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	BOTHSEX	G	PD	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2015.0	12.1	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	BOTHSEX	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2017.0	9.8	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	MALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2017.0	13.1	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	FEMALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2017.0	10.5	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	BOTHSEX	G	PWD	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2017.0	15.1	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	BOTHSEX	G	PD	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	152	Chile	2017.0	11.2	Float						National Statistical Office - Encuesta de Caracterización Socio Económica Nacional		['Time period: refers only to occurrences in the last 12 months. Population: covers occupying private dwellings on 324 of the 345 municipalities, covering all the major administrative territorial regions. Age: 18 years and over. Discrimination grounds (10): socio-economic level, gender, marital status, being a foreigner, age, sexual orientation, religion, the place where he/she lives, belonging to an indigenous group, disability.']	C	PERCENT	BOTHSEX	G	_T	ALL
