series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2009.0	1.13947	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2009']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2009.0	0.78859	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2009']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2010.0	0.44673	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2010']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2010.0	1.0446	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2010']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2011.0	0.85332	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2011']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2011.0	0.50685	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2011']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2012.0	0.45323	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2012']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2012.0	0.84086	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2012']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2013.0	0.82759	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2013']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2013.0	0.45731	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2013']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2014.0	0.48963	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2014']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2014.0	1.27875	Float						Turkish Statistical Institute		['Household Income and Consumption Expenditures Survey 2014']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2015.0	1.47964	Float						State Institute of Statistics of Prime Ministry of Turkey - TURKSTAT		['Household Income and Consumption Expenditures Survey 2015']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2015.0	1.20446	Float						State Institute of Statistics of Prime Ministry of Turkey - TURKSTAT		['Household Income and Consumption Expenditures Survey 2015']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2016.0	0.59554	Float						State Institute of Statistics of Prime Ministry of Turkey - TURKSTAT		['Household Income and Consumption Expenditures Survey 2016']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	792	Turkey	2016.0	1.33638	Float						State Institute of Statistics of Prime Ministry of Turkey - TURKSTAT		['Household Income and Consumption Expenditures Survey 2016']	CA	PERCENT	G	_T
