series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Reporting Type
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2000.0	3103.12165	Float						Multiple indicator cluster survey Viet Nam, 2000. New York: UNICEF, 2004. Standard tables (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2002.0	2436.86438	Float						Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2003.0	2311.22883	Float						Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2004.0	2234.21935	Float						Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2005.0	2223.40964	Float						Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2006.0	2201.29935	Float						Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2007.0	2268.29004	Float						Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2008.0	2162.30513	Float						Annual national nutrition monitoring. Nutrition Surveillance Department. Hanoi, Vietnam: National Institute of Nutrition, 2009 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2010.0	1634.03563	Float						Viet Nam multiple indicator cluster survey 2011 (MICS), final report. Ha Noi, Viet Nam, 2011 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2011.0	2019.3272	Float						Nutrition surveillance profile 2011		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2012.0	1984.78081	Float						Nutrition Surveillance Profiles 2012. Ha Noi, Viet Nam, 2014.		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2013.0	1943.94885	Float						Nutrition surveillance profiles 2013. Hanoi, Viet Nam, 2014.		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2014.0	1885.39638	Float						Nutrition surveillance profiles 2014. Hanoi, Viet Nam, 2016.		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2015.0	1880.12167	Float						Nutrition surveillance profiles 2015. Hanoi, Viet Nam, 2017.		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2016.0	1864.48384	Float						Viet Nam National Nutrition Surveillance Network, 2016		['']	CA	NUM_TH	<5Y	G
SH_STA_STUNTN	Children moderately or severely stunted (thousands)	704	Viet Nam	2017.0	1843.04177	Float						Viet Nam National Nutrition Surveillance Network, 2017		['']	CA	NUM_TH	<5Y	G
