series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	7.1176	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	15-24	URBAN	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	8.16422	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	18.3425	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	45-54	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	21.33703	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	55-64	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	21.04172	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	65+	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	10.05396	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	4.16734	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	9.39647	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	10.52788	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	45-54	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	11.64168	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	55-64	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	14.81556	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	65+	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	21.56973	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	15.14927	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	65+	RURAL	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	40	Austria	2009.0	22.80469	Float						Statistics Austria based on Time Use Survey 2008/09		['']	C	PERCENT	25-44	RURAL	FEMALE	G
