series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Observation Status	Age	Sex	Reporting Type
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2015.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	15+	MALE	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2015.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	15+	FEMALE	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2015.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	ALLAGE	BOTHSEX	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2016.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	ALLAGE	BOTHSEX	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2016.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	15+	FEMALE	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2016.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	15+	MALE	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2017.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	15+	MALE	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2017.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	15+	FEMALE	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2017.0	NaN	Float			NaN	NaN		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.		['NaN = A figure was not provided.']	NA	NUM_TH	O	ALLAGE	BOTHSEX	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2018.0	9630.11246	Float			10610.11246	8650.11246		National Entity		['The observation value represents the 3-year average of the period 2017-2019']	CA	NUM_TH	A	ALLAGE	BOTHSEX	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2018.0	3642.37243	Float			4102.37243	3182.37243		National Entity		['The observation value represents the 3-year average of the period 2017-2019']	CA	NUM_TH	A	15+	FEMALE	G
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	504	Morocco	2018.0	3154.85013	Float			3604.85013	2704.85013		National Entity		['The observation value represents the 3-year average of the period 2017-2019']	CA	NUM_TH	A	15+	MALE	G
