series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	4.72	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	12.3	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	4.86	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	FEMALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	4.27	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	4.73	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	8.22	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	10.54	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	4.49	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2016.0	4.6	Float						LFS - Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 15+']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	3.87	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	10.33	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	9.39	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	4.21	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	4.12	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	MALE	G	_T
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	4.02	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	BOTHSEX	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	4.18	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	G	PWD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	8.21	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	G	PD
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	376	Israel	2017.0	4.32	Float						LFS - Labour Force Survey		['Employment definition: Excluding own-use production workers']	C	PERCENT	FEMALE	G	_T
