series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Reporting Type
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2002.0	57.7	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2003.0	51.4	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2004.0	48.8	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2005.0	44.9	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2006.0	48.9	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2007.0	45.3	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2008.0	43.2	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2009.0	41.6	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2010.0	39	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2011.0	37	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2012.0	31.4	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2013.0	28	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2014.0	27.2	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2015.0	26.6	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2016.0	28.9	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	600	Paraguay	2017.0	26.4	Float						World Development Indicators database, World Bank		['Source: Dirección General de Estadística, Encuestas y Censos. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
