series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Reporting Type
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2004.0	34.3	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2005.0	35.4	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2006.0	36.9	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2007.0	38.8	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2008.0	34.9	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2009.0	34.9	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2010.0	37.3	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2011.0	34.1	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2012.0	30	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2013.0	26.2	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2014.0	23.5	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2015.0	21.6	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2016.0	22	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
SI_POV_NAHC	Proportion of population living below the national poverty line (%)	268	Georgia	2017.0	21.9	Float						World Development Indicators database, World Bank		['Source: Geostat. National Statistics Office of Georgia. Poverty line is absolute. Government estimate.']	CA	PERCENT	ALLAREA	G
