series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	13.7786	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	FEMALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	12.25892	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	FEMALE	55-64	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	11.21891	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	FEMALE	65+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	3.92112	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	MALE	15+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	4.2066	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	MALE	15-24	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	3.92626	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	MALE	25-44	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	3.85964	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	MALE	45-54	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	11.84356	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	ALLAREA	FEMALE	10+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	3.73057	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	ALLAREA	MALE	10+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	12.01517	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	FEMALE	10+	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	120	Cameroon	2014.0	3.91854	Float						INS, Cameroun based on Fourth Cameroon Household Survey ECAM 4		['']	C	PERCENT	URBAN	MALE	10+	G
