series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Disability status	Grounds of discrimination
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	22.0	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	FEMALE	G	_T	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	21.0	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	BOTHSEX	G	_T	OTHER
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	9.0	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	MALE	G	_T	RELIGION
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	16.0	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	BOTHSEX	G	_T	ETHCOLLAN
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	16.0	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	BOTHSEX	G	_T	AGE
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	31.0	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	FEMALE	G	_T	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	22.0	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	BOTHSEX	G	_T	SEX
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	29.7	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	MALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	20.2	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	FEMALE	G	_T	ALL
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	250	France	2018.0	23.5	Float						National Statistical Office - Living Environment and Security Survey		"['Age: 14-75 years. Sample size: 20000 to 25000 ""ordinary"" households - i.e. excluding households living in collective housing (hostels, prisons, hospitals, etc.) and living in mobile homes (bargemen, homeless people, etc.). Geographical area: metropolitan France. Discrimination grounds (12): skin colour, origin (or supposed origins), religion (or supposed religion), sexual orientation or identity (or supposed sexual orientation), the fact of being a man / a woman, age (young / senior), neighbourhood or place of residence, handicap/state of health, membership/union/political opinion, state of pregnancy, physical appearance, other.']"	C	PERCENT	BOTHSEX	G	_T	ALL
