series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2005	value_2010	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2015, 2016, 2017, 2018]	2015	2018	4	NUMBER	Number	G	Global				1.0	1.0	1.0	1.0		1.0			[2015-2017]: Name of National Human Rights Institution: Commission for Protection Against Discrimination; Ombudsman. // [2018]: Name of National Human Rights Institution: DefensorĂ­a del Pueblo.	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global				1.0	1.0	1.0	1.0	1.0	1.0			[2015-2017]: Name of National Human Rights Institution: Myanmar National Human Rights Commission. // [2018-2019]: Name of National Human Rights Institution: DefensorĂ­a del Pueblo.	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2017, 2018, 2019]	2017	2019	3	NUMBER	Number	G	Global						1.0	1.0	1.0	1.0			[2017]: Name of National Human Rights Institution: Commission for Protection Against Discrimination; Ombudsman. // [2018-2019]: Name of National Human Rights Institution: DefensorĂ­a del Pueblo.	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			[2010, 2015, 2016, 2017, 2018, 2019]	2010	2019	6	NUMBER	Number	G	Global			1.0	1.0	1.0	1.0	1.0	1.0	1.0			[2010,2015-2017]: Name of National Human Rights Institution: Commission Nationale des Droits de lâhomme . // [2018-2019]: Name of National Human Rights Institution: DefensorĂ­a del Pueblo.	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2000, 2005, 2010, 2015, 2016, 2017]	2000	2017	6	NUMBER	Number	G	Global	1.0	1.0	1.0	1.0	1.0	1.0			1.0			Name of National Human Rights Institution: The Human Rights Commission of Sri Lanka .	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[2010, 2015, 2016, 2017, 2018, 2019]	2010	2019	6	NUMBER	Number	G	Global			1.0	1.0	1.0	1.0	1.0	1.0	1.0			[2010,2015-2017]: Name of National Human Rights Institution: Commission Nationale des Droits de Lâhomme . // [2018-2019]: Name of National Human Rights Institution: DefensorĂ­a del Pueblo.	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			[2010, 2015, 2016, 2017, 2018, 2019]	2010	2019	6	NUMBER	Number	G	Global			1.0	1.0	1.0	1.0	1.0	1.0	1.0			[2010,2015-2017]: Name of National Human Rights Institution: Commission Nationale des Droits de lâHomme (CNDH)  . // [2018-2019]: Name of National Human Rights Institution: DefensorĂ­a del Pueblo.	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global				1.0	1.0	1.0	1.0	1.0	1.0			[2015-2017,2019]: Name of National Human Rights Institution: Commissioner for Administration and Human Rights . // [2018]: Name of National Human Rights Institution: DefensorĂ­a del Pueblo.	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2000]	2000	2000	1	NUMBER	Number	G	Global	1.0								1.0			Name of National Human Rights Institution: Danish Institute for Human Rights .	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
SG_NHR_INTEXSTN	Countries with National Human Rights Institutions not fully compliant with the Paris Principles, B status (1 = YES; 0 = NO)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global				1.0	1.0	1.0	1.0	1.0	1.0			[2015-2017]: Name of National Human Rights Institution: Ethiopian Human Rights Commission . // [2018-2019]: Name of National Human Rights Institution: DefensorĂ­a del Pueblo.	Source: The Office of the United Nations High Commissioner for Human Rights (OHCHR) in collaboration with Global Alliance of National Human Rights Institutions (GANHRI).		C: Country data
