series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	1			Region								M	Male	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	303.0	344.0	324.0	430.0	314.0	314.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	1			Region								_T	Both sexes	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	349.0	388.0	370.0	476.0	357.0	357.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	1	World	1			Region								F	Female	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	46.0	44.0	46.0	46.0	43.0	43.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	202	Sub-Saharan Africa	3	2	Africa	Region								M	Male	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	21.0	18.0	16.0	19.0	13.0	13.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	202	Sub-Saharan Africa	3	2	Africa	Region								_T	Both sexes	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	27.0	19.0	16.0	19.0	16.0	16.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	202	Sub-Saharan Africa	3	2	Africa	Region								F	Female	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	6.0	1.0	0.0	0.0	3.0	3.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	419	Latin America and the Caribbean	3	19	Americas	Region								_T	Both sexes	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	166.0	223.0	198.0	290.0	246.0	246.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	419	Latin America and the Caribbean	3	19	Americas	Region								M	Male	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	147.0	198.0	174.0	259.0	212.0	212.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	419	Latin America and the Caribbean	3	19	Americas	Region								F	Female	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	19.0	25.0	24.0	31.0	34.0	34.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	513	Europe and Northern America	2	1	World	Region								F	Female	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	2.0	3.0	3.0	5.0	1.0	1.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	513	Europe and Northern America	2	1	World	Region								_T	Both sexes	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	14.0	6.0	5.0	14.0	3.0	3.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	513	Europe and Northern America	2	1	World	Region								M	Male	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	12.0	3.0	2.0	9.0	2.0	2.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	62	Central and Southern Asia	2	1	World	Region								_T	Both sexes	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	29.0	36.0	43.0	50.0	28.0	28.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	62	Central and Southern Asia	2	1	World	Region								M	Male	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	24.0	32.0	40.0	48.0	26.0	26.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	62	Central and Southern Asia	2	1	World	Region								F	Female	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	5.0	4.0	3.0	2.0	2.0	2.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	747	Northern Africa and Western Asia	2	1	World	Region								F	Female	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	8.0	3.0	6.0	1.0	1.0	1.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	747	Northern Africa and Western Asia	2	1	World	Region								M	Male	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	61.0	61.0	38.0	49.0	17.0	17.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	747	Northern Africa and Western Asia	2	1	World	Region								_T	Both sexes	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	69.0	64.0	44.0	50.0	18.0	18.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
VC_VAW_MTUHRA	Number of cases of killings of human rights defenders, journalists and trade unionists	753	Eastern and South-Eastern Asia	2	1	World	Region								_T	Both sexes	[2015, 2016, 2017, 2018, 2019]	2015	2019	5	NUMBER	Number	G	Global	43.0	40.0	64.0	53.0	46.0	46.0			[2015]: Incidents that occurred from 1 Jan to 31 Dec 2015 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2016]: Incidents that occurred from 1 Jan to 31 Dec 2016 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2017]: Incidents that occurred from 1 Jan to 31 Dec 2017 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2018]: Incidents that occurred from 1 Jan to 31 Dec 2018 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020. // [2019]: Incidents that occurred from 1 Jan to 31 Dec 2019 compiled by OHCHR in collaboration with UNESCO and ILO, as of 31 March 2020.	The figures included here concern only verified cases of killings of human rights defenders, journalists and trade unionists. OHCHR does not yet collect data on the number of cases of kidnapping, arbitrary detention or torture of human rights defenders, journalists and trade unionists.		G: Global monitoring data
