series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	educationLevel_code	educationLevel_desc	quantile_code	quantile_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1996	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	[2011, 2013, 2014]	2011	2014	3	RO	Ratio	G	Global														1.0434		0.96381	0.92893					0.92893				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	[2011, 2013, 2014]	2011	2014	3	RO	Ratio	G	Global														0.90538		0.77146	0.78169					0.78169				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	[2000, 2016]	2000	2016	2	RO	Ratio	G	Global			0.2425																0.31453			0.31453				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	[2000, 2016]	2000	2016	2	RO	Ratio	G	Global			0.35616																0.46724			0.46724				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	_T	Total (national average) or no breakdown	[2000, 2016]	2000	2016	2	RO	Ratio	G	Global			0.52973																0.90882			0.90882				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.13779			1.13779				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.96592			0.96592				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.67885			0.67885				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	_T	Total (national average) or no breakdown	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.90753			0.90753				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.89349			0.89349				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.88915			0.88915				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	_T	Total (national average) or no breakdown	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.91192			0.91192				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.30452			1.30452				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.75511			0.75511				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			2.0			2.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.20561			1.20561				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	Q3	Quantile 3	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.6215			0.6215				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.77245			0.77245				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_3	Upper secondary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_1	Primary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			1.06182			1.06182				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.27899			0.27899				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_3	Upper secondary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.96884			0.96884				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q4	Quantile 4	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.99433			0.99433				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_2	Lower secondary	Q2	Quantile 2	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	ISCED11_2	Lower secondary	Q1	Quantile 1 (poorest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.0			0.0				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	ISCED11_1	Primary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.91493			0.91493				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
SE_ALP_CPLR	Adjusted location parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	ISCED11_1	Primary	Q5	Quantile 5 (richest)	[2016]	2016	2016	1	RO	Ratio	G	Global																			0.98354			0.98354				UNESCO Institute for Statistics. Data extracted on April 27 2020.		E: Estimated data
