series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	location_code	location_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			Y20T74	20 to 74 years old	_T	All areas	F	Female	[2002, 2010]	2002	2010	2	PT	Percentage	G	Global			19.16667								17.43056									17.43056				[2002]: Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS. // [2010]: Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			Y20T74	20 to 74 years old	_T	All areas	M	Male	[2002, 2010]	2002	2010	2	PT	Percentage	G	Global			10.34722								8.88889									8.88889				[2002]: Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS. // [2010]: Calculated by UNSD based on available country data from the 2009-2010 Time Use Survey to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			Y_GE10	10 years old and over	_T	All areas	F	Female	[2015]	2015	2015	1	PT	Percentage	G	Global																16.94444				16.94444				Calculated by UNSD based on available country data from the Time use survey in Belarus to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			Y_GE10	10 years old and over	_T	All areas	M	Male	[2015]	2015	2015	1	PT	Percentage	G	Global																8.81944				8.81944				Calculated by UNSD based on available country data from the Time use survey in Belarus to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y_GE12	12 years old and over	_T	All areas	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global													2.91667							2.91667			Travel related to unpaid domestic work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y_GE12	12 years old and over	_T	All areas	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													19.58333							19.58333			Travel related to unpaid domestic work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y_GE12	12 years old and over	U	Urban	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													18.75							18.75			Travel related to unpaid domestic work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y_GE12	12 years old and over	U	Urban	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global													3.33333							3.33333			Travel related to unpaid domestic work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y_GE12	12 years old and over	R	Rural	F	Female	[2012]	2012	2012	1	PT	Percentage	G	Global													20.83333							20.83333			Travel related to unpaid domestic work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y_GE12	12 years old and over	R	Rural	M	Male	[2012]	2012	2012	1	PT	Percentage	G	Global													2.91667							2.91667			Travel related to unpaid domestic work is not included.	Calculated by UNSD based on available country data from the National Survey on time use of Algerians â ENET 2012 to apply ICATUS.		CA: Country adjusted data
