series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2005, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2005	2019	13	NUMBER	Number	G	Global	1.0		1.0	2.0	1.0	1.0		1.0	1.0	1.0	9.0	1.0	1.0	7.0	1.0	1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019]	2005	2019	14	NUMBER	Number	G	Global	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2006, 2008, 2009, 2010, 2011, 2012, 2018, 2019]	2006	2019	8	NUMBER	Number	G	Global		2.0		1.0	18.0	21.0	40.0	17.0						5.0	26.0	26.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2006, 2017, 2018, 2019]	2006	2019	4	NUMBER	Number	G	Global		1.0											1.0	1.0	1.0	1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2014]	2014	2014	1	NUMBER	Number	G	Global										1.0						1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			[2017]	2017	2017	1	NUMBER	Number	G	Global													1.0			1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2005	2018	14	NUMBER	Number	G	Global	51.0	57.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			[2005, 2010]	2005	2010	2	NUMBER	Number	G	Global	1.0					1.0										1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			[2005, 2006, 2007, 2009, 2010, 2012, 2015, 2016, 2017, 2018]	2005	2018	10	NUMBER	Number	G	Global	1.0	1.0	3.0		1.0	1.0		1.0			1.0	1.0	1.0	1.0		1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
VC_DSR_ESDN	Number of disruptions to educational services attributed to disasters (number)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1			[2007, 2011, 2014]	2007	2014	3	NUMBER	Number	G	Global			8.0				1.0			1.0						1.0			Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not finalized an official validation process and may be subject to revision at a later date.â	United Nations Office for Disaster Risk Reduction (2020)		C: Country data
