series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	location_code	location_desc	sex_code	sex_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018]	2010	2018	8	PT	Percentage	G	Global	43.2	43.0	42.5	42.4	41.7	41.9	41.5		41.9		41.9			[2010]: Data source: National Quality of Life Survey 2010; Topics included: Education, health, infrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2011]: Data source: National Quality of Life Survey 2011; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2012]: Data source: National Quality of Life Survey 2012; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2013]: Data source: National Quality of Life Survey 2013; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2014]: Data source: National Quality of Life Survey 2014; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2015]: Data source: National Quality of Life Survey 2015; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2016]: Data source: National Quality of Life Survey 2016; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2018]: Data source: National Quality of Life Survey 2018; Topics included: Education, health, nfrastructure services, dwelling characteristics, employment, childhood and youth conditions; Overall number of indicators: 15; Official publication: https://www.dane.gov.co/files/investigaciones/condiciones_vida/pobreza/2018/bt_pobreza_multidimensional_18.pdf; Methodological documentation: https://www.dane.gov.co/files/acerca/Normatividad/CONPES-150.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	DANE		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	PT	Percentage	G	Global	28.33	28.14	27.93	27.62	27.24	27.69	27.51	27.25	26.67	26.76	26.76			[2010]: Data source: Costa Rica National Household Survey 2010; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2017. https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/resultados_generales_sitio_web_enaho_2017_ipm_9oct17.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2011]: Data source: Costa Rica National Household Survey 2011; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2017. https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/resultados_generales_sitio_web_enaho_2017_ipm_9oct17.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2012]: Data source: Costa Rica National Household Survey 2012 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Poor households with deprivation in the indicators of the Multidimensional Poverty Index by planning region https://www.inec.go.cr/system/files_force/documentos/pobreza_y_presupuesto_de_hogares/pobreza/estadisticas/resultados/repobrezaenaho2012-01_0.xls?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2013]: Data source: Costa Rica National Household Survey 2013 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Poor households with deprivation in the indicators of the Multidimensional Poverty Index by planning region https://www.inec.go.cr/system/files_force/documentos/pobreza_y_presupuesto_de_hogares/pobreza/estadisticas/resultados/repobrezaenaho2013-01_0.xls?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2014]: Data source: Costa Rica National Household Survey 2014 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2017. https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/resultados_generales_sitio_web_enaho_2017_ipm_9oct17.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2015]: Data source: Costa Rica National Household Survey 2015; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Poor households with deprivation in the indicators of the Multidimensional Poverty Index by area https://www.inec.go.cr/system/files_force/documentos/pobreza_y_presupuesto_de_hogares/pobreza/estadisticas/resultados/repobrezaenaho2015-01_0.xls?download=1; Methodological documentation: ENAHO 2015. Methodology: Multidimensional Poverty Index (IPM). Handbook. National Household Survey. https://www.inec.cr/sites/default/files/documentos/pobreza_y_presupuesto_de_hogares/pobreza/metodologias/mepobrezaenaho2015-01.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2016]: Data source: Costa Rica National Household Survey 2016 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2017. https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/resultados_generales_sitio_web_enaho_2017_ipm_9oct17.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2017]: Data source: Costa Rica National Household Survey 2017 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2017. https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/resultados_generales_sitio_web_enaho_2017_ipm_9oct17.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2018]: Data source: Costa Rica National Household Survey 2018 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2018. https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/reenaho2018-ipm.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2019]: Data source: Costa Rica National Household Survey 2019 ; Topics included: Education, Health, Dwelling charasteristics, employment, social protection; Overall number of indicators: 20; Official publication: Multidimensional poverty indicators according to planning area and region, July 2019 https://www.inec.go.cr/system/files_force/documetos-biblioteca-virtual/reenaho2019-ipm.xlsx?download=1. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	The National Institute of Statistics and Census of Costa Rica		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016]	2010	2016	7	PT	Percentage	G	Global	40.2	40.2	39.8	39.8	39.3	39.2	38.4				38.4			[2010]: Data source: The National Labor Force Survey 2010 (ENFT); Topics included: Education, Infrastructure services, dwelling characteristics, employment, standard of living, social protection; Overall number of indicators: 13; Official publication: 1) The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf 2) National Voluntary Report on SDG (for gender disaggregation of the data). https://sustainabledevelopment.un.org/content/documents/19710INV_RD_2018_V2.pdf; Methodological documentation: The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2011]: Data source: The National Labor Force Survey 2011 (ENFT); Topics included: Education, Infrastructure services, dwelling characteristics, employment, standard of living, social protection; Overall number of indicators: 13; Official publication: 1) The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf 2) National Voluntary Report on SDG (for gender disaggregation of the data). https://sustainabledevelopment.un.org/content/documents/19710INV_RD_2018_V2.pdf; Methodological documentation: The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2012]: Data source: The National Labor Force Survey 2012 (ENFT); Topics included: Education, Infrastructure services, dwelling characteristics, employment, standard of living, social protection; Overall number of indicators: 13; Official publication: 1) The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf 2) National Voluntary Report on SDG (for gender disaggregation of the data). https://sustainabledevelopment.un.org/content/documents/19710INV_RD_2018_V2.pdf; Methodological documentation: The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2013]: Data source: The National Labor Force Survey 2013 (ENFT); Topics included: Education, Infrastructure services, dwelling characteristics, employment, standard of living, social protection; Overall number of indicators: 13; Official publication: 1) The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf 2) National Voluntary Report on SDG (for gender disaggregation of the data). https://sustainabledevelopment.un.org/content/documents/19710INV_RD_2018_V2.pdf; Methodological documentation: The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2014]: Data source: The National Labor Force Survey 2014 (ENFT); Topics included: Education, Infrastructure services, dwelling characteristics, employment, standard of living, social protection; Overall number of indicators: 13; Official publication: 1) The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf 2) National Voluntary Report on SDG (for gender disaggregation of the data). https://sustainabledevelopment.un.org/content/documents/19710INV_RD_2018_V2.pdf; Methodological documentation: The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2015]: Data source: The National Labor Force Survey 2015 (ENFT); Topics included: Education, Infrastructure services, dwelling characteristics, employment, standard of living, social protection; Overall number of indicators: 13; Official publication: 1) The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf 2) National Voluntary Report on SDG (for gender disaggregation of the data). https://sustainabledevelopment.un.org/content/documents/19710INV_RD_2018_V2.pdf; Methodological documentation: The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2016]: Data source: The National Labor Force Survey 2016 (ENFT); Topics included: Education, Infrastructure services, dwelling characteristics, employment, standard of living, social protection; Overall number of indicators: 13; Official publication: 1) The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf 2) National Voluntary Report on SDG (for gender disaggregation of the data). https://sustainabledevelopment.un.org/content/documents/19710INV_RD_2018_V2.pdf; Methodological documentation: The Multidimensional Poverty Index for Latin America (MPI-LA): an application for the Dominican Republic 2000-2016. http://economia.gob.do/wp-content/uploads/drive/UAAES/Publicaciones/El%20indice%20de%20Pobreza%20Multidimensional%20para%20America%20Latina.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	Ministry of Economy, Planning and Development		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	PT	Percentage	G	Global	52.12	50.71	50.45	49.06	48.53	48.77	48.15	48.8	49.3	49.76	49.76			Data source: National Employment, underemployment and unemployment survey (ENEMDU) 2019 ; Topics included: Education, Health, Dwelling characteristics, Employment, Social security; Overall number of indicators: 12; Official publication: National Employment, Underemployment and Unemployment Survey (ENEMDU) 2019 https://www.ecuadorencifras.gob.ec/documentos/web-inec/POBREZA/2019/Diciembre-2019/Tabulados%20IPM-dic%2019.xlsx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	National Institute of Statistics and Census (INEC), Ministry of Social Development Coordination and National Secretary of Planning and Development		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2014, 2016, 2017]	2014	2017	3	PT	Percentage	G	Global					5.58		5.47	5.41			5.41			[2014]: Data source: Multiple Purpose Household Survey (EHPM); Topics included: education, health, dwelling characteristics, work and social security; Overall number of indicators: 20; Official publication: OBJETIVOS DE DESARROLLO SOSTENIBLE 2019. SAN SALVADOR EL SALVADOR.http://www.odselsalvador.gob.sv/wp-content/uploads/2019/05/Informe_ODS-1.pdf Multidimensional Measurement of Poverty El Salvador: http://www.secretariatecnica.gob.sv/wp-content/uploads/2015/10/Medici%C3%B3n-Multidimensional-de-la-Pobreza-El-Salvador.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2016-2017]: Data source: Multiple Purpose Household Survey (EHPM); Topics included: education, health, dwelling characteristics, work and social security; Overall number of indicators: 20; Official publication: OBJETIVOS DE DESARROLLO SOSTENIBLE 2019. SAN SALVADOR EL SALVADOR.http://www.odselsalvador.gob.sv/wp-content/uploads/2019/05/Informe_ODS-1.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	 SecretarĂ­a TĂŠcnica y de PlanificaciĂłn Presidencia		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	288	Ghana	5	11	Western Africa	Country	-1.205623522	7.964825185	GHA	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010]	2010	2010	1	PT	Percentage	G	Global	41.8										41.8			Data source: the 2010 Population and Housing Census; Topics included: Education, health, standard of living; Overall number of indicators: 10; Official publication: Non-Monetary Poverty in Ghana https://www.undp.org/content/dam/ghana/docs/Doc/Inclgro/Non-Monetary%20Poverty%20in%20Ghana%20(24-10-13).pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	Ghana Statistical Service		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	324	Guinea	5	11	Western Africa	Country	-11.28173419	11.00210343	GIN	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2014]	2014	2014	1	PT	Percentage	G	Global					51.5						51.5			Data source: RECENSEMENT GENERAL DE LA POPULATION ET DE LâHABITATION (RGPH3); Topics included: Education, Health, Conitions of life; Overall number of indicators: 16; Official publication: http://www.stat-guinee.org/images/Publications/INS/RGPH3/RGPH3_rapport_pauvrete.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	INSTITUT NATIONAL DE LA STATISTIQUE		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global							52.5				52.5			Data source: \xa0Afghanistan Living Conditions Survey (ALCS) 2016â17; Topics included: Education, Health, Infrastructure services, dwelling characteristics, employment, shocks; Overall number of indicators: 18; Official publication: https://www.nsia.gov.af:8080/wp-content/uploads/2019/04/A-MPI-2019-full-report-English-1.pdf. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	National Statistics and Information Authority (NSIA)		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	466	Mali	5	11	Western Africa	Country	-3.522016039	17.35311254	MLI	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2016]	2016	2016	1	PT	Percentage	G	Global							46.0				46.0			Data source: \xa0Modular and Permanent Household Survey (EMOP) 2016-2017; Topics included: Education, Health, household living conditions (infrastructure services, dwelling characteristics, transportation, information); Overall number of indicators: 10; Official publication: http://www.instat-mali.org/contenu/eq/rap-ind16-17_eq.pdf (La pauvretĂŠ Ă  plusieurs dimensionsau Mali). Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	Institut National de la Statistique (INSTAT)		C: Country data
SD_MDP_ANDI	Average proportion of deprivations for people multidimensionally poor (%)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			_T	All age ranges or no breaks by age	_T	All areas	_T	Both sexes	[2010, 2012, 2014, 2016, 2018]	2010	2018	5	PT	Percentage	G	Global	2.6		2.4		2.3		2.2		2.2		2.2			[2010]: Data source: MĂłdulo de Condiciones SocioeconĂłmicas de la Encuesta Nacional de Ingresos y Gastos de los Hogares (MCS-ENIGH) 2010; Topics included: Access to social security, access to health services, educational gap, access to food, housing access to basic services, quality of living spaces, monetary income; Overall number of indicators: 7; Official publication: https://www.coneval.org.mx/Medicion/Paginas/PobrezaInicio.aspx; Methodological documentation: https://www.coneval.org.mx/Medicion/MP/Paginas/Metodologia.aspx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2012]: Data source: MĂłdulo de Condiciones SocioeconĂłmicas de la Encuesta Nacional de Ingresos y Gastos de los Hogares (MCS-ENIGH) 2012; Topics included: Access to social security, access to health services, educational gap, access to food, housing access to basic services, quality of living spaces, monetary income; Overall number of indicators: 7; Official publication: https://www.coneval.org.mx/Medicion/MP/Paginas/Pobreza-2018.aspx; Methodological documentation: https://www.coneval.org.mx/Medicion/MP/Paginas/Metodologia.aspx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2014]: Data source: MĂłdulo de Condiciones SocioeconĂłmicas de la Encuesta Nacional de Ingreso y Gasto de los Hogares (MCS-ENIGH) 2014; Topics included: Access to social security, access to health services, educational gap, access to food, housing access to basic services, quality of living spaces, monetary income; Overall number of indicators: 7; Official publication: https://www.coneval.org.mx/Medicion/MP/Paginas/Pobreza-2018.aspx; Methodological documentation: https://www.coneval.org.mx/Medicion/MP/Paginas/Metodologia.aspx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2016]: Data source: Modelo EstadĂ­stico para la Continuidad del MĂłdulo de Condiciones SocioeconĂłmicas de la Encuesta Nacional de Ingresos y Gastos de los Hogares (MEC del MCS-ENIGH) 2016; Topics included: Access to social security, access to health services, educational gap, access to food, housing access to basic services, quality of living spaces, monetary income; Overall number of indicators: 7; Official publication: https://www.coneval.org.mx/Medicion/MP/Paginas/Pobreza_2016.aspx; Methodological documentation: https://www.coneval.org.mx/Medicion/MP/Paginas/Metodologia.aspx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source. // [2018]: Data source: Modelo EstadĂ­stico para la Continuidad del MĂłdulo de Condiciones SocioeconĂłmicas de la Encuesta Nacional de Ingresos y Gastos de los Hogares (MEC del MCS-ENIGH) 2018; Topics included: Access to social security, access to health services, educational gap, access to food, housing access to basic services, quality of living spaces, monetary income; Overall number of indicators: 7; Official publication: https://www.coneval.org.mx/Medicion/MP/Paginas/Pobreza-2018.aspx; Methodological documentation: https://www.coneval.org.mx/Medicion/MP/Paginas/Metodologia.aspx. Data are not comparable across countries because they are based on national definitions of poverty and methodologies to produce them also differ. Country data produced with different methodologies should not be compared. For further details, refer to the source.	[2010]: Consejo Naciola de Evaluacion de la Politica de Desarrollo Social (CONEVAL) // [2012,2014,2016,2018]: CONEVAL (Consejo Nacional de Evaluacion de la Politica de Desarrollo Social)		C: Country data
