series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region								U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	35.57416	35.48176	35.37444	35.93646	36.5461	37.0176	38.1106	38.87617	39.65357	40.46789	41.28808	42.10484	42.92143	43.74534	44.57314	45.4103	46.21697	47.02361	47.02361				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region								_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	28.20863	28.40022	28.65629	29.60018	30.59946	31.45247	32.73649	33.78303	34.84967	35.94702	37.05624	38.163	39.28501	40.42692	41.57375	42.72569	43.85775	44.98379	44.98379				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region								R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	21.76113	22.08755	22.54587	23.71939	24.96692	26.07196	27.43484	28.65819	29.91719	31.21077	32.53303	33.87059	35.25321	36.68097	38.12633	39.58333	41.04533	42.50722	42.50722				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	55.56921	55.49199	55.41477	55.33756	55.26034	55.18313	55.10591	55.0287	54.95148	56.89127	58.84081	60.80013	62.7692	64.74803	66.78456	68.82109	70.85761	72.89414	72.89414				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	48.09141	47.98667	47.87389	47.76143	47.64913	47.57469	47.58057	47.58643	47.59225	49.36834	51.16764	52.99011	54.83586	56.70487	58.59714	60.51271	62.45155	64.41371	64.41371				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	19.38115	19.59592	20.06612	20.22934	20.37074	20.51397	20.65338	20.78274	20.9035	21.01479	21.1518	21.28391	21.41102	21.53256	21.64766	21.75671	21.85968	21.94934	21.94934				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	16.66211	16.73345	17.03375	17.19583	17.3499	17.51223	17.67289	17.82795	17.97829	18.12462	18.28137	18.43647	18.58948	18.73976	18.88683	19.02632	19.163	19.2892	19.2892				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	15.22724	15.18038	15.34213	15.4552	15.56664	15.68914	15.8103	15.92855	16.04455	16.16002	16.27504	16.39051	16.50591	16.62091	16.73543	16.84141	16.94765	17.04619	17.04619				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	88.45302	88.45302	88.45302	88.45302	88.14769	87.81849	87.46524	87.08778	86.68594	86.25955	85.80845	85.33245	84.8314	84.30513	83.75347	82.61436	81.46705	81.67447	81.67447				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	90.093	90.06651	90.04024	90.01424	89.42208	88.81436	88.19084	87.55128	86.89542	86.22302	85.53443	84.83029	84.11026	83.374	82.62116	81.50997	80.38515	80.51577	80.51577				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	93.9147	93.9147	93.9147	93.9147	92.68076	91.4207	90.13446	88.82199	87.48322	86.11811	84.72658	83.30859	81.86408	80.39298	78.89524	77.7746	76.62395	76.37537	76.37537				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	18.06506	17.95971	17.85436	17.74901	17.64366	17.53831	17.43296	17.32761	17.22226	17.11691	17.01156	16.90621	16.80087	16.69552	16.59017	16.48482	16.48482	16.48482	16.48482				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	PT	Percentage	G	Global	18.53428	18.5017	18.46586	18.42684	18.38467	18.33943	18.29112	18.23984	18.18557	18.12879	18.06945	18.00775	17.94377	17.87765	17.80943	17.73929	17.713	17.68748	17.68748				WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E: Estimated data
