goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,lowerbound_2000,upperbound_2000,value_2005,lowerbound_2005,upperbound_2005,value_2010,lowerbound_2010,upperbound_2010,value_2011,lowerbound_2011,upperbound_2011,value_2012,lowerbound_2012,upperbound_2012,value_2013,lowerbound_2013,upperbound_2013,value_2014,lowerbound_2014,upperbound_2014,value_2015,lowerbound_2015,upperbound_2015,value_2016,lowerbound_2016,upperbound_2016,value_2017,lowerbound_2017,upperbound_2017,value_2018,lowerbound_2018,upperbound_2018,latest_value,basePeriod,valueDetails,lowerBoundDetails,upperBoundDetails,footnotes,sources,timeDetails,nature
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",1,World,1,,,Region,,,,,,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,80.57412,75.41523,88.0464,75.81005,70.11801,83.91431,71.12288,65.46351,78.97046,67.20962,61.87016,74.29394,64.2489,58.95788,71.40184,60.62811,55.55767,67.55615,57.98372,53.82829,63.58698,57.4267,53.36666,62.95152,58.79829,54.24968,64.9757,58.98544,53.821,66.15365,57.43019,51.78394,64.97135,57.43019,,,,,"Nature of data for some countries in this region are either (M) modelled, E(Estimated), CA (Country adjusted ) or (C) Country data",World Malaria Report,,_X: Data nature not available
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,55.75968,39.04098,82.56319,50.79441,35.42041,74.60735,66.98486,45.96746,103.21556,43.49209,33.41584,58.03241,61.85913,44.26964,89.82452,19.82535,14.75568,27.22618,12.3313,9.02396,17.19036,8.68552,7.03093,10.45729,5.11763,4.13863,6.17322,3.80065,3.08165,4.5674,3.40407,2.7567,4.09562,3.40407,,,,,,World Malaria Report,,"[2000,2005]: E: Estimated data // [2010-2018]: CA: Country adjusted data"
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,442.66078,303.80538,619.40023,262.04569,182.37306,366.99736,210.19788,152.23732,286.74454,184.14504,133.15155,248.44025,153.92767,112.11518,205.84915,140.58842,98.06458,194.75369,141.50756,98.22243,200.0505,165.50092,114.83596,228.50019,225.74338,165.84349,300.31461,250.27251,185.56394,328.50654,250.2725,186.06028,329.46442,250.2725,,,,,,World Malaria Report,,M: Modeled data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",11,Western Africa,4,202,Sub-Saharan Africa,Region,,,,,,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,433.79967,381.99855,497.56677,399.33578,350.5719,462.36025,387.85987,346.14623,438.14767,373.47162,333.77412,421.73637,358.98269,319.9495,407.11776,342.22928,303.67996,393.04207,323.6716,286.6676,372.13194,306.3275,272.09998,352.55719,294.4094,254.3647,347.67943,291.02417,243.68858,357.61049,291.77856,241.80715,362.77069,291.77856,,,,,"Nature of data for some countries in this region are either (M) modelled, E(Estimated), CA (Country adjusted ) or (C) Country data",World Malaria Report,,_X: Data nature not available
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,77.83855,48.24743,113.33356,41.40969,35.0679,48.90711,34.90518,28.82376,42.2723,35.7891,31.22151,41.41881,24.87561,21.62519,28.75771,15.88534,13.80707,18.47461,22.2596,19.22135,26.0689,19.93657,17.20758,23.22954,11.13354,9.58586,13.01493,17.90332,15.48747,20.95529,23.69294,20.47224,27.85201,23.69294,,,,,,World Malaria Report,,CA: Country adjusted data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,0.01865,0.01865,0.01865,0.00051,0.00051,0.00051,0.00047,0.00047,0.00047,0.00046,0.00046,0.00046,0.02505,0.02505,0.02505,0.00357,0.00357,0.00357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,World Malaria Report,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,386.32684,300.47653,490.31337,412.06806,315.7677,527.84026,295.52639,218.10209,389.03962,265.10184,201.07,342.1444,245.1323,185.86846,317.74535,243.03873,173.88496,324.40415,244.08217,167.88197,341.68448,254.49873,174.2266,361.02194,264.31263,167.62074,394.23123,262.22534,154.98924,413.47794,246.98959,144.52757,389.87208,246.98959,,,,,,World Malaria Report,,M: Modeled data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",13,Central America,4,419,Latin America and the Caribbean,Region,,,,,,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,6.37412,5.62638,7.22716,3.29464,2.95447,3.69554,0.85536,0.72976,0.99529,0.67912,0.59731,0.76578,0.58465,0.51768,0.65785,0.54492,0.48465,0.61067,0.44254,0.40071,0.4884,0.5109,0.46268,0.56635,0.63409,0.56655,0.70769,0.63751,0.56531,0.71574,0.76662,0.66639,0.87385,0.76662,,,,,"Nature of data for some countries in this region are either (M) modelled, E(Estimated), CA (Country adjusted ) or (C) Country data",World Malaria Report,,_X: Data nature not available
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,1.2935,1.2935,1.2935,0.56484,0.56484,0.56484,0.36694,0.36694,0.36694,0.05397,0.05397,0.05397,0.00761,0.00761,0.00761,0.16535,0.16535,0.16535,0.19295,0.19295,0.19295,0.05131,0.05131,0.05131,0.34758,0.34758,0.34758,3.02686,3.02686,3.02686,0.01415,0.01415,0.01415,0.01415,,,,,,World Malaria Report,,C: Country data
3,Goal 3,Ensure healthy lives and promote well-being for all at all ages,3.3,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",C030303,3.3.3,I,WHO,"Malaria incidence per 1,000 population",2020.Q1.G.01,"['health', 'diseases', 'communicable diseases', 'malaria']",SH_STA_MALR,"Malaria incidence per 1,000 population at risk (per 1,000 population)",135,Caucasus and Central Asia,1,,,Group,,,,,,"[2000, 2005, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,11,PER_1000_POP,"Per 1,000 population",G,Global,0.69562,0.69562,0.69562,0.09671,0.09671,0.09671,0.00503,0.00503,0.00503,0.00205,0.00205,0.00205,0.00061,0.00061,0.00061,9e-05,9e-05,9e-05,6e-05,6e-05,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"Nature of data for some countries in this region are either (M) modelled, E(Estimated), CA (Country adjusted ) or (C) Country data",World Malaria Report,,_X: Data nature not available
