goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	83.0	83.0	83.0	0.0	0.0	0.0	0.0	90.0	88.0	92.0	94.0	93.0	82.0	87.0	93.0	83.0	83.0	83.0	83.0			[2000-2001]: Out of 6 local breeds, 17% are of unknown status // [2002-2004]: Out of 9 local breeds, 33% are of unknown status // [2005-2008]: Out of 9 local breeds, 89% are of unknown status // [2009]: Out of 51 local breeds, 6% are of unknown status // [2010]: Out of 59 local breeds, 5% are of unknown status // [2011]: Out of 62 local breeds, 5% are of unknown status // [2012]: Out of 65 local breeds, 5% are of unknown status // [2013]: Out of 70 local breeds, 4% are of unknown status // [2014]: Out of 69 local breeds, 4% are of unknown status // [2015]: Out of 71 local breeds, 4% are of unknown status // [2016]: Out of 72 local breeds, 4% are of unknown status // [2017-2019]: Out of 74 local breeds, 4% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		[2000-2001,2003-2008,2018-2019]: E: Estimated data // [2002,2009-2017]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			[2000,2004-2009]: Out of 3 local breeds, 0% are of unknown status // [2001-2003]: Out of 3 local breeds, 33% are of unknown status // [2010-2019]: Out of 7 local breeds, 43% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		[2000-2001,2004-2010,2016,2018]: C: Country data // [2002-2003,2011-2015,2017,2019]: E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.0	96.0	96.0	96.0			[2000]: Out of 12 local breeds, 33% are of unknown status // [2001-2004]: Out of 13 local breeds, 31% are of unknown status // [2005-2006]: Out of 13 local breeds, 69% are of unknown status // [2007-2009]: Out of 19 local breeds, 21% are of unknown status // [2010-2016]: Out of 20 local breeds, 25% are of unknown status // [2017-2019]: Out of 25 local breeds, 4% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2000, 2001, 2002, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	13	PT	Percentage	G	Global	100.0	100.0	100.0								40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0			[2000-2001]: Out of 12 local breeds, 75% are of unknown status // [2002]: Out of 12 local breeds, 83% are of unknown status // [2010-2019]: Out of 22 local breeds, 55% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		[2000-2001,2011-2019]: E: Estimated data // [2002,2010]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	150	Europe	2	1	World	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	77.4	78.7	78.3	79.0	79.3	80.1	80.0	81.3	82.8	82.4	82.2	82.3	83.2	84.8	84.1	85.0	85.7	84.9	85.7	85.6	85.6			[2000]: Out of 1452 local breeds, 33% are of unknown status // [2001]: Out of 1562 local breeds, 30% are of unknown status // [2002]: Out of 1673 local breeds, 33% are of unknown status // [2003]: Out of 1827 local breeds, 36% are of unknown status // [2004]: Out of 1933 local breeds, 35% are of unknown status // [2005]: Out of 1990 local breeds, 36% are of unknown status // [2006]: Out of 2012 local breeds, 35% are of unknown status // [2007]: Out of 2057 local breeds, 36% are of unknown status // [2008]: Out of 2099 local breeds, 35% are of unknown status // [2009]: Out of 2185 local breeds, 35% are of unknown status // [2010]: Out of 2673 local breeds, 45% are of unknown status // [2011]: Out of 2740 local breeds, 43% are of unknown status // [2012]: Out of 2819 local breeds, 44% are of unknown status // [2013]: Out of 3009 local breeds, 40% are of unknown status // [2014]: Out of 3037 local breeds, 38% are of unknown status // [2015]: Out of 3065 local breeds, 37% are of unknown status // [2016]: Out of 3106 local breeds, 37% are of unknown status // [2017]: Out of 3131 local breeds, 36% are of unknown status // [2018]: Out of 3154 local breeds, 35% are of unknown status // [2019]: Out of 3161 local breeds, 35% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	151	Eastern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	75.0	70.9	69.2	73.4	72.6	70.7	70.1	79.2	83.2	83.3	85.1	84.1	85.4	81.6	80.0	81.4	83.8	81.5	81.9	82.1	82.1			[2000]: Out of 351 local breeds, 59% are of unknown status // [2001]: Out of 368 local breeds, 59% are of unknown status // [2002]: Out of 377 local breeds, 59% are of unknown status // [2003]: Out of 473 local breeds, 61% are of unknown status // [2004]: Out of 487 local breeds, 62% are of unknown status // [2005]: Out of 491 local breeds, 63% are of unknown status // [2006]: Out of 495 local breeds, 63% are of unknown status // [2007]: Out of 512 local breeds, 64% are of unknown status // [2008]: Out of 520 local breeds, 62% are of unknown status // [2009]: Out of 563 local breeds, 56% are of unknown status // [2010]: Out of 737 local breeds, 62% are of unknown status // [2011]: Out of 755 local breeds, 61% are of unknown status // [2012]: Out of 750 local breeds, 60% are of unknown status // [2013]: Out of 768 local breeds, 58% are of unknown status // [2014]: Out of 769 local breeds, 58% are of unknown status // [2015]: Out of 775 local breeds, 57% are of unknown status // [2016]: Out of 788 local breeds, 56% are of unknown status // [2017]: Out of 802 local breeds, 55% are of unknown status // [2018]: Out of 802 local breeds, 54% are of unknown status // [2019]: Out of 807 local breeds, 54% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2010	2019	10	PT	Percentage	G	Global											14.0	14.0	13.0	0.0	0.0	27.0	27.0	20.0	20.0	20.0	20.0			[2010-2011]: Out of 50 local breeds, 86% are of unknown status // [2012]: Out of 51 local breeds, 84% are of unknown status // [2013-2014]: Out of 54 local breeds, 80% are of unknown status // [2015-2019]: Out of 58 local breeds, 74% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		[2010,2012-2013,2015,2017]: C: Country data // [2011,2014,2016,2018-2019]: E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	154	Northern Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	80.4	81.9	81.0	79.9	84.0	84.2	84.0	86.1	87.4	87.9	90.1	90.0	82.7	88.3	86.5	88.4	89.3	87.7	88.2	87.5	87.5			[2000]: Out of 222 local breeds, 31% are of unknown status // [2001]: Out of 225 local breeds, 31% are of unknown status // [2002]: Out of 318 local breeds, 47% are of unknown status // [2003]: Out of 327 local breeds, 48% are of unknown status // [2004]: Out of 334 local breeds, 48% are of unknown status // [2005]: Out of 335 local breeds, 51% are of unknown status // [2006]: Out of 337 local breeds, 50% are of unknown status // [2007]: Out of 342 local breeds, 49% are of unknown status // [2008]: Out of 346 local breeds, 49% are of unknown status // [2009]: Out of 370 local breeds, 53% are of unknown status // [2010]: Out of 480 local breeds, 62% are of unknown status // [2011]: Out of 493 local breeds, 59% are of unknown status // [2012]: Out of 534 local breeds, 54% are of unknown status // [2013]: Out of 554 local breeds, 52% are of unknown status // [2014]: Out of 555 local breeds, 53% are of unknown status // [2015]: Out of 561 local breeds, 52% are of unknown status // [2016]: Out of 565 local breeds, 50% are of unknown status // [2017]: Out of 570 local breeds, 49% are of unknown status // [2018-2019]: Out of 573 local breeds, 48% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	155	Western Europe	3	150	Europe	Region						[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	79.3	81.5	81.6	82.5	82.0	83.0	83.0	82.4	84.2	83.8	83.7	83.9	86.8	89.5	88.6	89.3	90.2	90.3	90.5	90.4	90.4			[2000]: Out of 526 local breeds, 23% are of unknown status // [2001]: Out of 584 local breeds, 20% are of unknown status // [2002]: Out of 585 local breeds, 20% are of unknown status // [2003]: Out of 591 local breeds, 20% are of unknown status // [2004]: Out of 661 local breeds, 18% are of unknown status // [2005]: Out of 692 local breeds, 18% are of unknown status // [2006]: Out of 697 local breeds, 18% are of unknown status // [2007]: Out of 710 local breeds, 18% are of unknown status // [2008]: Out of 728 local breeds, 18% are of unknown status // [2009]: Out of 736 local breeds, 19% are of unknown status // [2010]: Out of 856 local breeds, 30% are of unknown status // [2011]: Out of 872 local breeds, 30% are of unknown status // [2012]: Out of 899 local breeds, 35% are of unknown status // [2013]: Out of 1036 local breeds, 28% are of unknown status // [2014]: Out of 1058 local breeds, 22% are of unknown status // [2015]: Out of 1070 local breeds, 21% are of unknown status // [2016]: Out of 1076 local breeds, 21% are of unknown status // [2017]: Out of 1080 local breeds, 21% are of unknown status // [2018]: Out of 1090 local breeds, 21% are of unknown status // [2019]: Out of 1092 local breeds, 21% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020502	2.5.2	I	FAO	Proportion of local breeds classified as being at risk, not at risk or at unknown level of risk of extinction	2020.Q1.G.01	['sustainable agriculture', 'genetic resources']	ER_RSK_LBREDS	Proportion of local breeds classified as being at risk as a share of local breeds with known level of extinction risk (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2011	2019	9	PT	Percentage	G	Global												0.0	0.0	0.0	0.0	9.0	9.0	6.0	6.0	11.0	11.0			[2011-2012]: Out of 611 local breeds, 100% are of unknown status // [2013]: Out of 612 local breeds, 100% are of unknown status // [2014]: Out of 614 local breeds, 99% are of unknown status // [2015-2016]: Out of 620 local breeds, 98% are of unknown status // [2017-2018]: Out of 625 local breeds, 97% are of unknown status // [2019]: Out of 627 local breeds, 97% are of unknown status	DAD-IS 2020 http://www.fao.org/dad-is/		[2011,2013-2015,2017,2019]: C: Country data // [2012,2016,2018]: E: Estimated data
