goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.02607,0.02394,0.03326,0.04445,0.04382,0.05296,0.05323,0.06531,0.06449,0.05881,0.06578,0.05819,0.05364,0.05003,0.04053,0.05908,0.05033,0.04886,0.04886,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",203,Czechia,4,151,Eastern Europe,Country,15.33151382,49.73913871,CZE,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.00552,0.01064,0.01043,0.01729,0.02135,0.01961,0.02083,0.02437,0.04163,0.03562,0.03136,0.02617,0.0274,0.02287,0.02376,0.02168,0.02643,0.02611,0.02611,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",208,Denmark,4,154,Northern Europe,Country,9.326571283,56.03829721,DNK,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.21017,0.20961,0.1825,0.17921,0.17725,0.17415,0.16743,0.18596,0.16529,0.1978,0.18116,0.18453,0.17465,0.15826,0.17371,0.14539,0.13321,0.13098,0.13098,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",246,Finland,4,154,Northern Europe,Country,23.308447,61.91586738,FIN,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.04731,0.05006,0.06525,0.05732,0.05784,0.06269,0.06803,0.07106,0.0746,0.10124,0.09862,0.09424,0.10003,0.108,0.11672,0.10621,0.08635,0.07562,0.07562,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",250,France,4,155,Western Europe,Country,2.457288129,46.62660861,FRA,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.04457,0.0465,0.05104,0.0528,0.06717,0.05463,0.06284,0.06036,0.05402,0.06341,0.05658,0.04623,0.04347,0.04658,0.04481,0.05482,0.05128,0.06279,0.06279,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",276,Germany,4,155,Western Europe,Country,10.3806066,51.08862743,DEU,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.04766,0.0451,0.04933,0.05848,0.05575,0.04708,0.0607,0.05732,0.07101,0.06667,0.06716,0.06643,0.06407,0.06017,0.06132,0.05074,0.06741,0.06858,0.06858,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",300,Greece,4,39,Southern Europe,Country,22.58307827,39.47301873,GRC,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.02076,0.0198,0.06576,0.02438,0.02345,0.0274,0.02782,0.02592,0.0285,0.02582,0.02179,0.01597,0.01379,0.01269,0.01513,0.01429,0.01801,0.01929,0.01929,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2003,2017,15,PT,Percentage,G,Global,,,,0.00272,0.00999,0.00892,0.0102,0.01687,0.01604,0.02164,0.0193,0.0179,0.0135,0.01453,0.0147,0.01644,0.0267,0.01724,0.01724,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.02187,0.04019,0.03121,0.03381,0.03534,0.05218,0.09058,0.07773,0.09368,0.09179,0.07563,0.06342,0.06506,0.07717,0.06606,0.06784,0.06158,0.05457,0.05457,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.2,"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",C170201,17.2.1,I,OECD,"Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)",2020.Q1.G.01,"['means of implementation', 'landlocked developing countries', 'developing countries', 'development assistance']",DC_ODA_LLDCG,"Net official development assistance (ODA) to landlocked developing countries as a percentage of OECD-DAC donors' GNI, by donor countries (%)",36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.02051,0.02141,0.02017,0.01624,0.01592,0.01288,0.02219,0.02187,0.02847,0.02999,0.03037,0.03494,0.04729,0.03539,0.0355,0.03076,0.02684,0.02424,0.02424,,,"Net Disbursements | Based on OECD, DAC database, 2019 | Including imputed multilateral",The Organisation for Economic Co-operation and Development (OECD).,,C: Country data
