goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	[2007, 2011, 2016]	2007	2016	3	RO	Ratio	G	Global								0.923482849604222				0.894545454545455					1.0080971659919			1.0080971659919				Adult Education Survey (AES).		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2015, 2017]	2015	2017	2	RO	Ratio	G	Global																1.00605733650974		0.818049254291101		0.818049254291101				Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2000, 2001]	2000	2001	2	RO	Ratio	G	Global	0.94855538031624	0.534215141584841																		0.534215141584841				Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2012]	2012	2012	1	RO	Ratio	G	Global													0.978044082242209							0.978044082242209				Programme for the International Assessment of Adult Competencies (PIAAC).		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2010, 2013, 2014, 2015, 2016]	2010	2016	5	RO	Ratio	G	Global											1.15319936266103			1.04259198583116	1.2206689336322	1.23399973990023	1.37735281708975			1.37735281708975				Sri Lanka Labour Force Survey. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	[2015]	2015	2015	1	RO	Ratio	G	Global																0.793889643187882				0.793889643187882				Programme for the International Assessment of Adult Competencies (PIAAC).		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	[2005, 2012]	2005	2012	2	RO	Ratio	G	Global						0.409377508141608							0.412704124653315							0.412704124653315				Survey 1-2-3, Employment, informal sector and household's living conditions. Reference period for participation in education and training: unknown, likely 1 month prior to the interview.		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	[2007, 2016]	2007	2016	2	RO	Ratio	G	Global								0.985981308411215									0.956923076923077			0.956923076923077				Adult Education Survey (AES).		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	[2007, 2011, 2016]	2007	2016	3	RO	Ratio	G	Global								0.888372093023256				0.962877030162413					0.713780918727915			0.713780918727915				Adult Education Survey (AES).		C: Country data
4	Goal 4	Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all	4.5	By 2030, eliminate gender disparities in education and ensure equal access to all levels of education and vocational training for the vulnerable, including persons with disabilities, indigenous peoples and children in vulnerable situations	C040501	4.5.1	I/II/III	UNESCO-UIS	Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated	2020.Q1.G.01	['reading and literacy skills', 'education', 'advancement of women', 'gender equality', 'women', 'children', 'girls']	SE_GPI_PART	Gender parity index for participation rate in formal and non-formal education and training (ratio)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2007, 2011, 2016]	2007	2016	3	RO	Ratio	G	Global								0.807692307692308				0.994623655913978					0.860606060606061			0.860606060606061				Adult Education Survey (AES).		C: Country data
