goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",1,World,1,,,Region,,,,,,_T,Both sexes,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PER_100000_POP,"Per 100,000 population",G,Global,6.81499,6.90735,6.88387,6.7206,6.50783,6.30795,6.20213,6.04802,6.13868,6.13579,6.1076,6.1862,6.18453,6.07621,6.10776,6.0241,6.03586,6.14165,6.14165,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,World Health Organization Mortality Database,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,1.99876,1.74003,1.92876,1.50011,1.55079,1.75551,1.10799,1.45378,1.45378,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,M,Male,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,3.35631,2.73654,2.923,2.12145,2.4482,2.77929,1.64404,1.97445,1.97445,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,F,Female,"[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2010,2017,8,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,0.71063,0.79469,0.98604,0.91133,0.70093,0.78649,0.60061,0.96127,0.96127,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,M,Male,"[2010, 2011, 2012, 2013, 2014, 2015, 2016]",2010,2016,7,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,2.65545,3.87063,4.80147,4.10056,4.03855,3.7471,3.84079,,3.84079,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,F,Female,"[2010, 2011, 2012, 2013, 2014, 2015, 2016]",2010,2016,7,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,0.58805,0.3864,0.92343,0.78998,0.77535,0.71987,0.76137,,0.76137,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016]",2010,2016,7,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,1.59702,2.08692,2.81643,2.4063,2.36884,2.19832,2.26531,,2.26531,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS),,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,_T,Both sexes,"[2010, 2011, 2012, 2013, 2014, 2015, 2016]",2010,2016,7,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,3.95806,3.85912,5.36497,5.41656,5.7017,4.51993,6.02052,,6.02052,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,[2010-2011]: National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS) // [2012-2016]: Sustainable Development Goals / SDG Pre-Pub,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,M,Male,"[2013, 2014, 2015, 2016]",2013,2016,4,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,,,,8.96759,9.50196,7.63667,9.872,,9.872,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,Sustainable Development Goals / SDG Pre-Pub,,C: Country data
16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,C160101,16.1.1,I,"UNODC, WHO","Number of victims of intentional homicide per 100,000 population, by sex and age",2020.Q1.G.01,"['violence', 'crime', 'violent deaths']",VC_IHR_PSRC,"Number of victims of intentional homicide per 100,000 population, by sex (victims per 100,000 population)",108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,F,Female,"[2013, 2014, 2015, 2016]",2013,2016,4,PER_100000_POP,"Per 100,000 population",G,Global,,,,,,,,,,,,,,1.9864,2.02798,1.50463,2.2944,,2.2944,,,Data in reference to one country but derived from different types of sources should not be compared between them.\n,Sustainable Development Goals / SDG Pre-Pub,,C: Country data
