goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,location_code,location_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2016,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",1,World,1,,,Region,,,,,,U,Urban,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,39.5992546081543,39.5992546081543,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",1,World,1,,,Region,,,,,,_T,All areas,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,38.4930686950684,38.4930686950684,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,_T,All areas,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,18.8164234161377,18.8164234161377,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,U,Urban,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,20.7952861785889,20.7952861785889,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,U,Urban,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,34.6078414916992,34.6078414916992,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,_T,All areas,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,34.6913681030273,34.6913681030273,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,_T,All areas,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,35.6106376647949,35.6106376647949,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,U,Urban,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,35.6410446166992,35.6410446166992,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,U,Urban,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,19.3452281951904,19.3452281951904,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
11,Goal 11,"Make cities and human settlements inclusive, safe, resilient and sustainable",11.6,"By 2030, reduce the adverse per capita environmental impact of cities, including by paying special attention to air quality and municipal and other waste management",C110602,11.6.2,I,WHO,Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted),2020.Q1.G.01,"['cities', 'human settlements', 'health', 'pollution', 'air pollution']",EN_ATM_PM25,"Annual mean levels of fine particulate matter in cities, urban population (micrograms per cubic meter)",112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,_T,All areas,[2016],2016,2016,1,GPERM3,Micrograms per cubic meter,G,Global,18.0557403564453,18.0557403564453,,,,http://apps.who.int/gho/data/node.sdg.11-6,,E: Estimated data
