goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,,,Tourism concepts and definitions are in line with Regulation 692/2011 of the EP and the Council on european tourism statistics. The methodology on SEEA phisical flow accounts is according the requirements of the Regulation (EU) No 691/2011 and  Regulation (EU) No 538/2014.,Bulgarian National Statistical Institute,,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Directorate of Hotels and Tourism,,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,TSA Tables 1-6 for 2014 were built experimentally. TSA Tables 1-7 for 2018 will be built and available in December 2020. SEEA physical flow accounts for water are built and will be available online this fall.,National Statistical Committee of the Republic of Belarus,,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,National Institute of Statistics,,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"Algeria do not have specific accounts but rather branches of activity in the national accounts, like cafĂŠ and restaurant hotel branche (HRC)",Bank of Algeria (table 1 and 3) and National Statistics Office for other tables,,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,,,"Table 7 - employment follows SNA concepts - it shows ""number of jobs"" not persons employed, also shows the number of jobs attitutable to tourism consumption. 2008 accounts for energy are in a different table (break in series). 2017 accounts for water will be released around spring 2020. 2008 accounts for air emissions are in a different table (break in series).","Statistics Canada, Canadian System of Environmental-Economic Accounts - Physical Flow Accounts (https://www150.statcan.gc.ca/n1/daily-quotidien/190910/dq190910b-eng.htm); Tourism Satellite Account and National Tourism Indicators",,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),136,Cayman Islands,5,29,Caribbean,Country,-81.16740559,19.32266656,CYM,0,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,The information is currently not being measured for the Cayman Islands,Cayman Islands Department of Tourism,,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),144,Sri Lanka,4,34,Southern Asia,Country,80.70489654,7.614693343,LKA,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Sri Lanka Tourism,,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),152,Chile,5,5,South America,Country,-71.23029019,-35.2652885,CHL,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,"SubsecretarĂ­a de Turismo, Ministerio de EconomĂ­a, Fomento y Turismo",,C: Country data
12,Goal 12,Ensure sustainable consumption and production patterns,12.b,Develop and implement tools to monitor sustainable development impacts for sustainable tourism that creates jobs and promotes local culture and products,C120b01,12.b.1,III,UNWTO,Number of sustainable tourism strategies or policies and implemented action plans with agreed monitoring and evaluation tools,2020.Q1.G.01,"['environmental accounting', 'tourism', 'national accounts']",ST_EEV_ACCSEEA,Implementation of standard accounting tools to monitor the economic and environmental aspects of tourism (SEEA tables),170,Colombia,5,5,South America,Country,-73.07446751,3.888209046,COL,1,1,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2008,2018,11,NUMBER,Number,G,Global,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,3.0,0.0,0.0,,,,Departamento Administrativo Nacional de EstadĂ­stica - DANE,,C: Country data
