goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	sex_code	sex_desc	disabilityStatus_code	disabilityStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Both sexes	_T	No breakdown by disability	[2010, 2012, 2015, 2016]	2010	2016	4	PT	Percentage	G	Global						10.3		26.0			9.1	7.6			7.6			[2010,2015-2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old // [2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population	[2010,2015-2016]: LFS - Labour Force Survey // [2012]: HS - European Health and Social Integration Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Both sexes	PWD	Persons without disability	[2010, 2012, 2015, 2016]	2010	2016	4	PT	Percentage	G	Global						10.2		24.0			9.0	7.5			7.5			[2010,2015-2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old // [2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population	[2010,2015-2016]: LFS - Labour Force Survey // [2012]: HS - European Health and Social Integration Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	M	Male	_T	No breakdown by disability	[2010, 2012, 2015, 2016]	2010	2016	4	PT	Percentage	G	Global						10.9		25.0			9.8	8.1			8.1			[2010,2015-2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old // [2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population	[2010,2015-2016]: LFS - Labour Force Survey // [2012]: HS - European Health and Social Integration Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Both sexes	PD	Persons with disability	[2010, 2012, 2015, 2016]	2010	2016	4	PT	Percentage	G	Global						14.5		45.0			15.8	12.3			12.3			[2010,2015-2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old // [2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population	[2010,2015-2016]: LFS - Labour Force Survey // [2012]: HS - European Health and Social Integration Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	M	Male	PWD	Persons without disability	[2010, 2012, 2015, 2016]	2010	2016	4	PT	Percentage	G	Global						10.8		23.0			9.7	8.0			8.0			[2010,2015-2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old // [2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population	[2010,2015-2016]: LFS - Labour Force Survey // [2012]: HS - European Health and Social Integration Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	F	Female	_T	No breakdown by disability	[2010, 2012, 2015, 2016]	2010	2016	4	PT	Percentage	G	Global						9.6		27.0			8.4	7.0			7.0			[2010,2015-2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old // [2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population	[2010,2015-2016]: LFS - Labour Force Survey // [2012]: HS - European Health and Social Integration Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	F	Female	PWD	Persons without disability	[2010, 2012, 2015, 2016]	2010	2016	4	PT	Percentage	G	Global						9.5		25.0			8.3	6.9			6.9			[2010,2015-2016]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old // [2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population	[2010,2015-2016]: LFS - Labour Force Survey // [2012]: HS - European Health and Social Integration Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	M	Male	PD	Persons with disability	[2012, 2015]	2012	2015	2	PT	Percentage	G	Global								41.0			15.3				15.3			[2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population // [2015]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old	[2012]: HS - European Health and Social Integration Survey // [2015]: LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	F	Female	PD	Persons with disability	[2012, 2015]	2012	2015	2	PT	Percentage	G	Global								47.0			16.3				16.3			[2012]: Repository: ILO calculations based on Eurostat data | Population coverage: Excluding institutional population // [2015]: Population coverage: Excluding institutional population | Age coverage - maximum age: 74 years old	[2012]: HS - European Health and Social Integration Survey // [2015]: LFS - Labour Force Survey		C: Country data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.5	By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value	C080502	8.5.2	I	ILO	Unemployment rate, by sex, age and persons with disabilities	2020.Q1.G.01	['employment']	SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	F	Female	PWD	Persons without disability	[2015]	2015	2015	1	PT	Percentage	G	Global											0.9				0.9			Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	LFS - Labour force survey		C: Country data
