goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	1	World	1			Region						[2018]	2018	2018	1	PT	Percentage	G	Global	76.0006498013224	76.0006498013224				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	73.3333349227905	73.3333349227905				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	50.0	50.0				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	72.2222208976745	72.2222208976745				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	80.0000011920928	80.0000011920928				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	100.0	100.0				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	86.8131875991821	86.8131875991821				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	92.3976600170135	92.3976600170135				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	100.0	100.0				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	83.0188691616058	83.0188691616058				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	64.102566242218	64.102566242218				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	93.8461542129516	93.8461542129516				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	81.3492059707641	81.3492059707641				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	50.0	50.0				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	89.7435903549194	89.7435903549194				OECD and UNDP.		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.15	Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development	C171501	17.15.1	II	OECD, UNDP	Extent of use of country-owned results frameworks and planning tools by providers of development cooperation	2020.Q1.G.01	['means of implementation', 'programme ownership', 'programme evaluation', 'results-based management']	SG_PLN_PRVNDI	Proportion of new development interventions drawn from country-led result frameworks - data by provider (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1	[2018]	2018	2018	1	PT	Percentage	G	Global	72.2222208976745	72.2222208976745				OECD and UNDP.		_X: Data nature not available
