goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	observationStatus_code	observationStatus_desc	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	11323.335	12914.466	12928.753	13988.472	16323.114	17751.389	19014.622	24632.488	28165.121	25780.479	24722.062	25739.235	28049.421	30679.294	31778.194	34567.495	33353.699	36880.202	42009.23		42009.23				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	12	CUR_LCU	Local currency (millions)	G	Global	134293.0	162534.0	279377.0	384222.0	587465.0	819534.0							10543977.457	12285908.122	15519723.589	14205013.928	14994282.244	15379486.358			15379486.358				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	A	Normal value	[2010, 2011, 2012, 2013]	2010	2013	4	CUR_LCU	Local currency (millions)	G	Global											1139350.0	1074780.0	932804.0	1006280.0							1006280.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	261.978	489.027	696.042	1675.30463	2376.6018	3174.94838	3947.1724	4934.3694815	6749.5375207	6492.4129859	7068.17040608	11826.3	22291.2	27759.3	32384.20812	37666.53961264	40021.75423627	46016.344072	54650.811421		54650.811421				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	A	Normal value	[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2002	2018	17	CUR_LCU	Local currency (millions)	G	Global			2369507.27	2122381.27837804	2497445.075449	3134476.858987	3398544.430458	4674251.0	6199759.342172	6532355.136626	7770497.27996035	7873920.2203148	10409967.7	10971331.5	12908583.9132879	13595127.4757987	16117504.8216081	18375641.7225145	21959497.0007804		21959497.0007804				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]	2000	2011	12	CUR_LCU	Local currency (millions)	G	Global	1578161.0	1505500.0	1603200.0	2000712.0	2252510.0	3112725.0	3651330.0	3715730.0	5211490.0	3740508.4462591	4443330.0	5897480.0									5897480.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	A	Normal value	[2012, 2013, 2014, 2015, 2016, 2017, 2018]	2012	2018	7	CUR_LCU	Local currency (millions)	G	Global													2499213.9545	2681447.0	2979700.0	2959900.0	2963300.0	3144300.0	3450579.170731		3450579.170731				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	A	Normal value	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CUR_LCU	Local currency (millions)	G	Global	478324.0	477052.0	479972.0	504377.0	533722.0	570473.0	606809.0	637291.0	646597.0	622299.0	639554.0	679927.0	702707.0	732749.0	769971.0	796375.0	817411.0	866934.0	905204.0		905204.0				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	A	Normal value	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	CUR_LCU	Local currency (millions)	G	Global						30517.628949499	35465.261007	38951.682624974	47191.3722973	45339.6209051779	48713.93479512	46115.488613	47967.602004	47071.115468115	43405.316036415	53112.108277	58868.687366955	56230.86917			56230.86917				IMF		_X: Data nature not available
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.1	Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection	C170101	17.1.1	I	IMF	Total government revenue as a proportion of GDP, by source	2020.Q1.G.01	['means of implementation', 'public finance']	GR_G14_XDC	Total government revenue, in local currency	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	A	Normal value	[2004, 2008, 2009, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018]	2004	2018	11	CUR_LCU	Local currency (millions)	G	Global					69576.7424577154				134706.925932377	151009.7995916	176513.430968	138086.59882212	201430.0		178749.663178693	92314.460187	167879.377909	166368.619604714	207727.656492804		207727.656492804				IMF		_X: Data nature not available
