goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_tier,indicator_custodians,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,observationStatus_code,observationStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),1,World,1,,,Region,,,,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",2000,2019,20,PT,Percentage,G,Global,0.634234190158026,0.605692528425227,0.587056051285969,0.593471331584117,0.622219721799125,0.63336707790543,0.661050821961972,0.671243553463848,0.631149753253755,0.562349202578558,0.580006304591428,0.61121889602111,0.618872717814381,0.615620092357962,0.613392395621291,0.603689203218006,0.613501699096582,0.621738793457901,0.660242127807314,0.874428804524949,0.874428804524949,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,0.494428936335508,0.504386073602732,0.471635086967169,0.524804716123225,0.56965919874858,0.567174402162191,0.643331981349158,0.628632671221836,0.62177027849124,0.502501717605211,0.530511383319624,0.546566335013486,0.573795801017353,0.55028048087813,0.472188368374589,0.523245402776268,0.605696672832359,0.601166704040951,0.576940043401411,,0.576940043401411,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,12,PT,Percentage,G,Global,0.342261191837473,0.295145759863803,0.318527175435569,0.288910983661537,0.38751465714349,0.475876656905248,,,,,,,0.242550353999524,0.245352545282306,0.237831336908318,0.255064579944924,0.306306816110825,0.268303001642305,,,0.268303001642305,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,A,Normal value,"[2010, 2011, 2012, 2013]",2010,2013,4,PT,Percentage,G,Global,,,,,,,,,,,0.286547536458855,0.378666599797491,0.476141683183101,0.473517440789715,,,,,,,0.473517440789715,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),11,Western Africa,4,202,Sub-Saharan Africa,Region,,,,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,0.74630014850286,0.619026312268529,0.598111421779955,0.544448349060659,0.606487423339174,0.609626257009424,0.660995560247532,0.721513731400608,0.698792298996821,0.613026617046081,0.607792150311845,0.605048113061662,0.637370547657798,0.6358371262098,0.632254582067051,0.623331881918202,0.635322234076278,0.639426080354421,0.658009204962525,,0.658009204962525,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,0.581016809069934,0.537644964111695,0.556954143197101,0.728192935958551,0.715018716585634,0.706618023099355,0.707844678271035,0.710347483440058,0.777026388198197,0.631956213536915,0.609272793861554,0.67264216693241,0.631366248509796,0.591184602430308,0.595844262873068,0.625224335522207,0.620875105284934,0.583840596362509,0.617822169931501,,0.617822169931501,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,A,Normal value,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2002,2018,17,PT,Percentage,G,Global,,,0.466877977273802,0.474969569677853,0.587916844860811,0.650702265590195,0.624389429223059,0.685616439461745,0.699923247413294,0.489506685867707,0.49906849262401,0.515828506684852,0.580881700200091,0.585686010024294,0.714647657752351,0.752350035196052,0.733002262544662,0.735513431676438,0.772206714696145,,0.772206714696145,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]",2000,2011,12,PT,Percentage,G,Global,1.29251384831113,1.02543527630583,0.919515026441378,0.846459204898685,0.855752361717207,1.10794944487755,1.36893119485374,1.07705134397603,1.1936762103121,0.836400334653855,0.938771191261806,0.91347000631446,,,,,,,,,0.91347000631446,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,A,Normal value,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,,,,,,,,0.638374686635238,0.607052867249469,0.633161216293747,0.677228013507563,0.58385636768273,0.649642465681921,0.698778875557936,,0.698778875557936,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170102,17.1.2,I,IMF,Proportion of domestic budget funded by domestic taxes,2020.Q1.G.01,"['means of implementation', 'public finance', 'tax revenues']",GC_GOB_TAXD,Proportion of domestic budget funded by domestic taxes (% of GDP),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,0.756881470186983,0.712375008502823,0.697465049286674,0.691964904087794,0.716417910447763,0.728483121958346,0.730766904194441,0.732163896659536,0.694623080227354,0.635466117531529,0.616472418205184,0.636016058115083,0.651237490037498,0.664717056588684,0.697578685534821,0.703459825772118,0.700556046858153,0.707493410924567,0.702618113061205,,0.702618113061205,,,,IMF,,_X: Data nature not available
