goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_tier	indicator_custodians	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	[2009, 2010, 2011]	2009	2011	3	PT	Percentage	G	Global						108.67	112.06	120.16							120.16				PEFA 2012 Myanmar Report / Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/MM-Mar12-PFMPR-Public.pdf		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	[2005, 2006, 2007, 2008, 2009, 2010]	2005	2010	6	PT	Percentage	G	Global		96.88	91.7	90.84	124.9	105.3	99.52								99.52				[2005-2007]: PEFA 2009 Burundi/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/BI-Feb09-PFMPR-Public.pdf // [2008,2010]: PEFA 2012 Burundi/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/BI-Mar12-PFMPR-Public.pdf // [2009]: PEFA 2012 Burundi/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/BI-Mar12-PFMPR-Public.pdf		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	[2005, 2006, 2007, 2010, 2011, 2012]	2005	2012	6	PT	Percentage	G	Global		110.83	104.54	111.92			98.05	131.23	112.58						112.58				[2005-2007]: PEFA 2009 Belarus Report / Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/BY-Apr09-PFMPR-Public_0.pdf // [2010-2012]: PEFA 2014 Belarus Report / Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/BY-Jun14-PFMPR-Public.pdf		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	[2011, 2012, 2013]	2011	2013	3	PT	Percentage	G	Global								102.39	103.06	93.93					93.93				PEFA 2015 Cambodia/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/KH-Dec15-PFMPR-Public.pdf		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	[2014, 2015, 2016]	2014	2016	3	PT	Percentage	G	Global											100.33	101.04	92.81		92.81				PEFA 2017 Cameroon/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/CM-Jun17-PFMPR-Public%20with%20PEFA%20Check.pdf		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	PT	Percentage	G	Global				92.66	93.66	87.35	87.72	85.56	96.71	86.11	81.91	87.73	82.55		82.55				data provided by WB Economists		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	[2007, 2008, 2009]	2007	2009	3	PT	Percentage	G	Global				97.82	93.91	89.93									89.93				[2007]: PEFA 2010 Central African Republic/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/CAR-Jul10-PFMPR-Public.pdf  // [2008]: PEFA 2010 Central African Republic/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/CAR-Jul10-PFMPR-Public.pdf // [2009]: PEFA 2010 Central African Republic/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/CAR-Jul10-PFMPR-Public.pdf		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	PT	Percentage	G	Global				100.81	95.4	100.86	100.05	100.95	97.59	93.53	90.44	112.6	90.53		90.53				data provided by WB Economists		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2007	2017	11	PT	Percentage	G	Global				102.94	94.93	108.15	144.45	101.64	95.3	84.87	87.5	64.93	57.64	95.04	95.04				data provided by WB Economists		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	[2005, 2006, 2007, 2012, 2013, 2014]	2005	2014	6	PT	Percentage	G	Global		99.69	96.51	94.49					95.06	93.6	90.41				90.41				[2005-2007]: PEFA 2009 Colombia/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/CO-Jun09-PFMPR-Public.pdf // [2012-2014]: PEFA 2012 Colombia/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/CO-Oct16-PFMPR-Public%20with%20PEFA%20Check-ENG.pdf		C: Country data
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.6	Develop effective, accountable and transparent institutions at all levels	C160601	16.6.1	I	World Bank	Primary government expenditures as a proportion of original approved budget, by sector (or by budget codes or similar)	2020.Q1.G.01	['economic policy', 'public expenditures']	GF_XPD_GBPC	Primary government expenditures as a proportion of original approved budget (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	[2010, 2011, 2012, 2013, 2014, 2015]	2010	2015	6	PT	Percentage	G	Global							106.95	95.06	109.89	95.59	100.63	94.96			94.96				[2010-2012]: PEFA 2013 Comoros/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/assements/comments/KM-Jul13-PFMPR-Public.pdf // [2013-2015]: PEFA 2016 Comoros/ Public- www.pefa.org / Link to data: https://pefa.org/sites/default/files/KM-Oct16-PFMPR-Public%20with%20PEFA%20Check.pdf		C: Country data
