series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	location_code	location_desc	years	min_year	max_year	n_years
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region						R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region						U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region						_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						U	Urban	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	_T	All areas	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	R	Rural	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18
