series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	location_code	location_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	35.57416						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2000				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	28.20863						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2000				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	21.76113						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2000				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	35.48176						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2001				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	28.40022						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2001				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	22.08755						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2001				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	35.37444						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2002				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	28.65629						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	_T	All areas	G	Global	2002				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	22.54587						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	R	Rural	G	Global	2002				1			Region					
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	35.93646						WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)			E	Estimated data	PT	Percentage	U	Urban	G	Global	2003				1			Region					
