series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	108	Burundi	nan						Environment Live			C	Country data	PT	Percentage	G	Global	2017				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	20	Andorra	nan						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	39	Southern Europe	Country	1.576257417	42.54548611	AND	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	204	Benin	nan						Environment Live			C	Country data	PT	Percentage	G	Global	2017				5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	233	Estonia	100.0						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	242	Fiji	100.0						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	54	Melanesia	Country	177.9660884	-17.83301566	FJI	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	246	Finland	80.82						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	388	Jamaica	nan						Environment Live			C	Country data	PT	Percentage	G	Global	2017				5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	392	Japan	75.0						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	40	Austria	91.94						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	404	Kenya	nan						Environment Live			C	Country data	PT	Percentage	G	Global	2017				5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	422	Lebanon	nan						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	428	Latvia	52.9						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	458	Malaysia	3.36						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	35	South-Eastern Asia	Country	116.8346314	5.452415309	MYS	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	504	Morocco	85.94						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	15	Northern Africa	Country	-6.281942841	31.8440131	MAR	1	1
EN_WBE_NDQLOPW	Nationally derived quality of open water bodies(%)	528	Netherlands	53.22						Environment Live			C	Country data	PT	Percentage	G	Global	2017				4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1
