series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	age_code	age_desc	sex_code	sex_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	33.3						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2000				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	50.0						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	M	Male	G	Global	2000				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	16.7						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	F	Female	G	Global	2000				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	46.4						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	M	Male	G	Global	2005				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	13.7						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	F	Female	G	Global	2005				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	30.1						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2005				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	27.3						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2010				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	11.4						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	F	Female	G	Global	2010				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	43.2						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	M	Male	G	Global	2010				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	40.3						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	M	Male	G	Global	2015				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	9.5						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	F	Female	G	Global	2015				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	24.9						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2015				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	24.5						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2016				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	9.2						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	F	Female	G	Global	2016				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	39.8						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	M	Male	G	Global	2016				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	24.0						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2017				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	39.2						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	M	Male	G	Global	2017				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	8.8						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	F	Female	G	Global	2017				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	38.6						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	M	Male	G	Global	2018				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	8.5						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	F	Female	G	Global	2018				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	1	World	23.6						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control			E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2018				1			Region					
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	100	Bulgaria	59.9						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control		Value refers to tobacco smoking and not all tobacco use. We assume tobacco use and tobacco smoking rates are similar in this country.	E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	M	Male	G	Global	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	100	Bulgaria	39.2						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control		Value refers to tobacco smoking and not all tobacco use. We assume tobacco use and tobacco smoking rates are similar in this country.	E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	F	Female	G	Global	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	100	Bulgaria	49.6						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control		Value refers to tobacco smoking and not all tobacco use. We assume tobacco use and tobacco smoking rates are similar in this country.	E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SH_PRV_SMOK	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex (%)	100	Bulgaria	46.1						World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;Â  Secretariat of the WHO Framework Convention on Tobacco Control		Value refers to tobacco smoking and not all tobacco use. We assume tobacco use and tobacco smoking rates are similar in this country.	E	Estimated data	PT	Percentage	Y_GE15	15 years old and over	_T	Both sexes	G	Global	2005				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
