series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	typeOfSkill_code	typeOfSkill_desc	reportingType_code	reportingType_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	124	Canada	0.82447						PIAAC 2012			C	Country data	RO	Ratio	SKILL_NMRCY	Numeracy	G	Global	2012				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	124	Canada	0.83656						PIAAC 2012			C	Country data	RO	Ratio	SKILL_LTRCY	Literacy	G	Global	2012				4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	152	Chile	1.20672						PIAAC 2015			C	Country data	RO	Ratio	SKILL_NMRCY	Numeracy	G	Global	2015				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	152	Chile	1.0779						PIAAC 2015			C	Country data	RO	Ratio	SKILL_LTRCY	Literacy	G	Global	2015				5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	196	Cyprus	0.9027						PIAAC 2012			C	Country data	RO	Ratio	SKILL_LTRCY	Literacy	G	Global	2012				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	196	Cyprus	0.96282						PIAAC 2012			C	Country data	RO	Ratio	SKILL_NMRCY	Numeracy	G	Global	2012				4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	203	Czechia	0.93911						PIAAC 2012			C	Country data	RO	Ratio	SKILL_LTRCY	Literacy	G	Global	2012				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	203	Czechia	0.89655						PIAAC 2012			C	Country data	RO	Ratio	SKILL_NMRCY	Numeracy	G	Global	2012				4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	208	Denmark	0.73527						PIAAC 2012			C	Country data	RO	Ratio	SKILL_NMRCY	Numeracy	G	Global	2012				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
SE_IMP_FPOF	Immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)	208	Denmark	0.70278						PIAAC 2012			C	Country data	RO	Ratio	SKILL_LTRCY	Literacy	G	Global	2012				4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1
