series	seriesDescription	geoAreaCode	geoAreaName	value	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	nature_code	nature_desc	units_code	units_desc	educationLevel_code	educationLevel_desc	reportingType_code	reportingType_desc	typeOfSkill_code	typeOfSkill_desc	timePeriod	value_detail	lowerBound_detail	upperBound_detail	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.4128						PISA 2000			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.04558						PISA 2000			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2000				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.03592						PIRLS 2001			C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2001				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.03355						PIRLS 2006			C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.52684						PISA 2006			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.07439						PISA 2006			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2006				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.04277						PISA 2009			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.47521						PISA 2009			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2009				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.02716						PIRLS 2011			C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2011				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.4874						PISA 2012			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2012				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.05238						PISA 2012			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2012				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.3432						PISA 2015			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.03024						TIMSS 2015			C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.04892						PISA 2015			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.01683						PIRLS 2016			C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2016				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.37837						PISA 2018			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2018				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	100	Bulgaria	1.02891						PISA 2018			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018				4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	108	Burundi	0.97286						PASEC 2014			C	Country data	RO	Ratio	ISCED11A_0_G23	Grades 2/3	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	108	Burundi	1.87861						PASEC 2014			C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	108	Burundi	0.99631						PASEC 2014			C	Country data	RO	Ratio	ISCED11A_0_G23	Grades 2/3	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2014				5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	112	Belarus	1.14649						PISA 2018			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	112	Belarus	0.9906						PISA 2018			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018				4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	116	Cambodia	1.45942						PISA D 2015			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2015				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	116	Cambodia	0.83292						PISA D 2015			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015				4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	12	Algeria	1.12552						TIMSS 2007			C	Country data	RO	Ratio	ISCED11A_0_G23	Grades 2/3	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2007				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	12	Algeria	1.83703						PISA 2015			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2015				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	12	Algeria	1.18492						PISA 2015			C	Country data	RO	Ratio	ISCED11_2	Lower secondary	G	Global	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015				4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1
SE_TOT_GPI	Gender parity index for achievement (ratio)	120	Cameroon	1.19892						PASEC 2014			C	Country data	RO	Ratio	ISCED11_1	Primary	G	Global	SKILL_READ	Skill: Minimum proficiency in reading	2014				5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1
