series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	quantile_code	quantile_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	1	World	1			Region						Q1	Quintile 1 (poorest)	2016	19.83864					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	1	World	1			Region						_T	Total (national average) or no breakdown	2016	22.24043					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	Q1	Quintile 1 (poorest)	2007	48.19672					National Statistical Institute - Government of Republic of Bulgaria	Multi-Topic Household Survey	CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	_T	Total (national average) or no breakdown	2007	47.71536					National Statistical Institute - Government of Republic of Bulgaria	Multi-Topic Household Survey	CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						_T	Total (national average) or no breakdown	2016	7.87435					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region						Q1	Quintile 1 (poorest)	2016	6.23729					World Development Indicators database, World Bank		CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	Q1	Quintile 1 (poorest)	2016	39.14599					National Statistical Committee of the Republic of Belarus	Household Sample Survey 	CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	_T	Total (national average) or no breakdown	2016	49.98795					National Statistical Committee of the Republic of Belarus	Household Sample Survey 	CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	_T	Total (national average) or no breakdown	2013	1.86914					National Institute of Statistics - Ministry of Planning	Socio-Economic Survey 2013	CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	Q1	Quintile 1 (poorest)	2013	0.35887					National Institute of Statistics - Ministry of Planning	Socio-Economic Survey 2013	CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	Total (national average) or no breakdown	2014	3.40811					Institut National de la Statistique - Ministčre de l'Economie, de la Planification et de l'Aménagement du Territoire	Quatričme Enquęte Camerounaise Auprčs des Ménages 2014 (ECAM4)	CA	Country adjusted data	PT	Percentage	G	Global			
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	Q1	Quintile 1 (poorest)	2014	0.91225					Institut National de la Statistique - Ministčre de l'Economie, de la Planification et de l'Aménagement du Territoire	Quatričme Enquęte Camerounaise Auprčs des Ménages 2014 (ECAM4)	CA	Country adjusted data	PT	Percentage	G	Global			
