series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	1	World	1			Region						2018	14.19					ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	NA	E	Estimated data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	2017	19.1					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	2017	10.47					ILOSTAT - LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2017	1.75					ILOSTAT - HIES - Living standards survey	Geographical coverage: Main cities or metropolitan areas	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	2017	18.35					ILOSTAT - LFS - Labour force survey	Employment definition: Excluding own-use production workers | Population coverage: Excluding non-permanent residents | Institutional sector coverage: Private sector only | Age coverage - maximum age: 74 years old	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	2012	17.42					ILOSTAT - LFS - Labour force survey	Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	2017	10.72					ILOSTAT - LFS - Household Employment Survey	Data reference period: September	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2014	10.27					ILOSTAT - HS - Household survey of Cameroon	Repository: ILO-STATISTICS - Micro data processing	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	2017	9.37					ILOSTAT - LFS - Labour Force Survey	NA	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	2017	9.5					ILOSTAT - LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics	NA	C	Country data	PT	Percentage	G	Global			
SL_TLF_MANF	Manufacturing employment as a proportion of total employment (%)	143	Central Asia	3	142	Asia	Region						2018	9.07					ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	NA	E	Estimated data	PT	Percentage	G	Global			
