series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	1	World	1			Region						2017	89.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	143	Central Asia	3	142	Asia	Region						2017	80.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	145	Western Asia	3	142	Asia	Region						2017	78.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	15	Northern Africa	3	2	Africa	Region						2017	71.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	150	Europe	2	1	World	Region						2017	96.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	199	Least Developed Countries (LDC)	1			Group						2017	79.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	202	Sub-Saharan Africa	3	2	Africa	Region						2017	80.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	21	Northern America	3	19	Americas	Region						2017	100.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	30	Eastern Asia	3	142	Asia	Region						2017	100.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
SG_REG_CENSUS	Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)	34	Southern Asia	3	142	Asia	Region						2017	89.0					Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	The observation values represent the proportion of countries that have conducted at least one population and housing census in 2008-2017 period.	C	Country data	PT	Percentage	G	Global			
