series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	educationLevel_code	educationLevel_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	1			Region						ISCED11_2	Lower secondary	2017	68.92437					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	1			Region						ISCED11_1	Primary	2017	65.60551					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	1	World	1			Region						ISCED11_3	Upper secondary	2017	72.47979					UIS		E	Estimated data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_2	Lower secondary	2017	58.7704					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_3	Upper secondary	2017	64.62632					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	ISCED11_1	Primary	2017	51.55271					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_3	Upper secondary	2017	21.91781					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_2	Lower secondary	2017	11.94725					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	ISCED11_1	Primary	2017	20.73142					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_1	Primary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_3	Upper secondary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
SE_ACC_HNWA	Schools with basic handwashing facilities, by education level (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	ISCED11_2	Lower secondary	2017	100.0					UIS		C	Country data	PT	Percentage	G	Global			
