series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	2013	11.4398					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	2018	9.41123					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2017	20.40137					UIS		E	Estimated data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	2017	12.28169					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	2014	8.7916					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	2008	11.42835					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2017	15.46863					UIS		E	Estimated data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	2011	12.21914					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	2017	16.38291					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	2011	7.82546					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	2017	14.49976					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	2013	12.46146					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	2016	21.15548					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	2017	15.16969					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	2015	15.27013					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	2015	7.9504					UIS		E	Estimated data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	2017	11.71075					UIS		E	Estimated data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	2013	9.49459					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	2015	16.27625					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1	2015	13.88252					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1	2016	18.7914					UIS		E	Estimated data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1	2014	13.82682					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	212	Dominica	5	29	Caribbean	Country	-61.3493756	15.43391378	DMA	1	1	2015	10.5221					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1	2007	12.57788					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1	2015	12.59765					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1	2017	15.63396					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1	2015	27.09871					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	232	Eritrea	5	14	Eastern Africa	Country	38.11074289	16.12894644	ERI	1	1	2006	5.16807					UIS		C	Country data	PT	Percentage	G	Global			
SD_XPD_ESED	Proportion of total government spending on essential services, education (%)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1	2015	12.9666					UIS		C	Country data	PT	Percentage	G	Global			
