series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	typeOfSpeed_code	typeOfSpeed_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	value_detail	lowerBound_detail	upperBound_detail
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	3462.0					Agence de RĂŠgulation et de ContrĂ´le des TĂŠlĂŠcommunications 	Agence de RĂŠgulation et de ContrĂ´le des TĂŠlĂŠcommunications	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	IS_GE10M	10 mbps and over	2017	77.0					Agence de RĂŠgulation et de ContrĂ´le des TĂŠlĂŠcommunications 	Agence de RĂŠgulation et de ContrĂ´le des TĂŠlĂŠcommunications	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	_T	Any speed	2017	3163286.0					Ministry of Communications and Informatization		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	109468.0					Ministry of Communications and Informatization		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	1515777.0					Ministry of Communications and Informatization		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1	IS_GE10M	10 mbps and over	2017	1538041.0					Ministry of Communications and Informatization		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	_T	Any speed	2017	133633.0					Telecommunication Regulator of Cambodia (TRC)	Slowly increase as focus is on mobile internet	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	1556.0					Telecommunication Regulator of Cambodia (TRC)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	42127.0					Telecommunication Regulator of Cambodia (TRC)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	IS_GE10M	10 mbps and over	2017	85967.0					Telecommunication Regulator of Cambodia (TRC)	More fixed internet users shifted from DSL to FTTH	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	_T	Any speed	2017	3210267.0					MinistĂ¨re de la Poste, des TĂŠlĂŠcommunications, des Technologies et du NumĂŠrique	"[""Correction : L'ĂŠcart est dĂť Ă  l'ajout d'autres technologies pris en charge dans la difinition de l'UIT : FTTX + LS + WiMAX,  Large bande Satellite, et d'autres fournisseurs d'acces internet . ""]"	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	IS_GE10M	10 mbps and over	2017	922811.0					MinistĂ¨re de la Poste, des TĂŠlĂŠcommunications, des Technologies et du NumĂŠrique	Correction : LâEcart est dĂť aprĂ¨s la prise en charge dâautres technologies inclus dans la dĂŠfinition de lâUIT qui nâa pas ĂŠtĂŠ inclut dans les donnĂŠes communiquĂŠ le mois dâavril 2018	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	1109910.0					MinistĂ¨re de la Poste, des TĂŠlĂŠcommunications, des Technologies et du NumĂŠrique	Refers to subscriptions at 1 Mbit/s. They are scheduled to be migrated to 2 Mbit/s in 2018.  Correction : LâEcart est dĂť aprĂ¨s la prise en charge dâautres technologies inclus dans la dĂŠfinition de lâUIT qui nâa pas ĂŠtĂŠ inclut dans les donnĂŠes communiquĂŠ le mois dâavril 2018	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	1177546.0					MinistĂ¨re de la Poste, des TĂŠlĂŠcommunications, des Technologies et du NumĂŠrique	Correction : LâEcart est dĂť aprĂ¨s la prise en charge dâautres technologies inclus dans la dĂŠfinition de lâUIT qui nâa pas ĂŠtĂŠ inclut dans les donnĂŠes communiquĂŠ le mois dâavril 2018	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	_T	Any speed	2017	42117.0					Agence de RĂŠgulation des TĂŠlĂŠcommunications		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	_T	Any speed	2017	13923805.0					Canadian Radio-television and Telecommunications Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	104331.0					Canadian Radio-television and Telecommunications Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	2340135.0					Canadian Radio-television and Telecommunications Commission	Refers to 1.5 to 10.	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1	IS_GE10M	10 mbps and over	2017	11479340.0					Canadian Radio-television and Telecommunications Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	_T	Any speed	2017	14993.0					AgĂŞncia Nacional das ComunicaĂ§Ăľes - ANAC		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	IS_GE10M	10 mbps and over	2017	14993.0					AgĂŞncia Nacional das ComunicaĂ§Ăľes - ANAC		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2016	4199.0					AgĂŞncia Nacional das ComunicaĂ§Ăľes - ANAC		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2014	6939.0					Agencia Nacional das ComunicaĂ§oes		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	_T	Any speed	2017	31232.0					Utility Regulation and Competition Office 		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	IS_256KT2M	Between 256 kbps and 2 mbps	2016	3354.0					Utility Regulation and Competition Office 		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	IS_2MT10M	Between 2 mbps and 10 mbps	2016	6525.0					Utility Regulation and Competition Office 	This figure reflects between 2 Mbit/s and 8 Mbit/s.	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1	IS_GE10M	10 mbps and over	2016	6509.0					Data based on the World Telecommunication/ICT Indicators Database, 2018, International Telecommunication Union (ITU)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	1396.0					Agence de RĂŠgulation des TĂŠlĂŠcommunications (ART)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	_T	Any speed	2017	1645.0					Agence de RĂŠgulation des TĂŠlĂŠcommunications (ART)	"[""Nombre de clients Internet par statellite (Wimax). Les donnĂŠes de l'Internet large bande fixe ne sont pas disponibles.""]"	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	IS_GE10M	10 mbps and over	2017	0.0					Agence de RĂŠgulation des TĂŠlĂŠcommunications (ART)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	249.0					Agence de RĂŠgulation des TĂŠlĂŠcommunications (ART)		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	_T	Any speed	2017	1220504.0					Telecommunications Regulatory Commission of Sri Lanka	Telecommunications Regulatory Commission of Sri Lanka	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	IS_GE10M	10 mbps and over	2017	431044.0					Telecommunications Regulatory Commission of Sri Lanka	Telecommunications Regulatory Commission of Sri Lanka	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	209929.0					Telecommunications Regulatory Commission of Sri Lanka	Telecommunications Regulatory Commission of Sri Lanka	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	579531.0					Telecommunications Regulatory Commission of Sri Lanka	Telecommunications Regulatory Commission of Sri Lanka	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	_T	Any speed	2017	10470.0					AutoritĂŠ de RĂŠgulation des Communications Ălectroniques et des Postes		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2013	0.0					Office Tchadien de RĂŠgulation des TĂŠlĂŠcommunications	NA	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2013	0.0					Office Tchadien de RĂŠgulation des TĂŠlĂŠcommunications	NA	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	IS_GE10M	10 mbps and over	2013	0.0					Office Tchadien de RĂŠgulation des TĂŠlĂŠcommunications	NA	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	_T	Any speed	2017	3058979.0					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	IS_GE10M	10 mbps and over	2017	2193860.0					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	807055.0					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	58064.0					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	_T	Any speed	2017	394190000.0					Ministry of Industry and Information Technology		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	573100.0					Ministry of Industry and Information Technology	this refers to 512kbit/s to less than 2Mbit/s subscriptions in China	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	12777897.0					Ministry of Industry and Information Technology	this refers to 2Mbit/s  to less than 8Mbit/s subscriptions in China	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	IS_GE10M	10 mbps and over	2017	380841000.0					Ministry of Industry and Information Technology	this means equal to or above 8Mbit/s subscriptions in China	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	158	Other non-specified areas	4	30	Eastern Asia	Country						_T	Any speed	2017	5713568.0					National Communications Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	158	Other non-specified areas	4	30	Eastern Asia	Country						IS_GE10M	10 mbps and over	2017	4466165.0					National Communications Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	158	Other non-specified areas	4	30	Eastern Asia	Country						IS_2MT10M	Between 2 mbps and 10 mbps	2017	1027478.0					National Communications Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	158	Other non-specified areas	4	30	Eastern Asia	Country						IS_256KT2M	Between 256 kbps and 2 mbps	2017	219925.0					National Communications Commission		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	_T	Any speed	2017	6318936.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	4365474.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	286148.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1	IS_GE10M	10 mbps and over	2017	1667314.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	_T	Any speed	2017	1470.0					AutoritĂŠ Nationale de RĂŠgulation des TIC	Cette valeur est observĂŠe en janvier 2018	_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	271.0					AutoritĂŠ Nationale de RĂŠgulation des TIC		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	1346.0					AutoritĂŠ Nationale de RĂŠgulation des TIC		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1	IS_GE10M	10 mbps and over	2017	27.0					AutoritĂŠ Nationale de RĂŠgulation des TIC		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	_T	Any speed	2014	500.0					ITU estimate.		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1	IS_GE10M	10 mbps and over	2011	0.0					Agence de RĂŠgulation des Postes et des Communications Electroniques		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1	_T	Any speed	2017	1000.0					AutoritĂŠ de RĂŠgulation de la Poste et des TĂŠlĂŠcommunications		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1	_T	Any speed	2013	2700.0					Telecom Cook Islands Ltd.		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	_T	Any speed	2017	744041.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	204525.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	474042.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1	IS_GE10M	10 mbps and over	2017	58275.0					Superintendencia de Telecomunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	_T	Any speed	2017	1095881.0					Croatian Regulatory Authority for Network Industries		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	IS_GE10M	10 mbps and over	2017	714490.0					Croatian Regulatory Authority for Network Industries		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	355094.0					Croatian Regulatory Authority for Network Industries		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	26297.0					Croatian Regulatory Authority for Network Industries		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	_T	Any speed	2017	33536.0					ITU estimate		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	IS_256KT2M	Between 256 kbps and 2 mbps	2017	29365.0					Ministerio de Comunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	IS_2MT10M	Between 2 mbps and 10 mbps	2017	3693.0					Ministerio de Comunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1	IS_GE10M	10 mbps and over	2017	478.0					Ministerio de Comunicaciones		_X	Data nature not available	NUMBER	Number			
IT_NET_BBN	Number of fixed Internet broadband subscriptions, by speed (number)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1	_T	Any speed	2017	295686.0					Office of the Commissioner for Electronic Communications and Postal Regulation 		_X	Data nature not available	NUMBER	Number			
