series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	1	World	1			Region						2017	59.122					WMR	Nature of data for some countries in this region are either (M) modelled, E (Estimated ) or  (C) Country data	_X	Data nature not available	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	2017	3.676					WMR		CA	Country adjusted data	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	2017	194.497					WMR		M	Modeled data	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	11	Western Africa	4	202	Sub-Saharan Africa	Region						2017	280.351					WMR	Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	_X	Data nature not available	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	2017	18.401					WMR		CA	Country adjusted data	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1	2017	0.0					WMR		C	Country data	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	2017	303.8					WMR		M	Modeled data	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	13	Central America	4	419	Latin America and the Caribbean	Region						2017	0.641					WMR	Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	_X	Data nature not available	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	2017	2.978					WMR		C	Country data	PER_1000_POP	Per 1,000 population	G	Global			
SH_STA_MALR	Malaria incidence per 1,000 population at risk (per 1,000 population)	135	Caucasus and Central Asia	1			Group						2017	0.0					WMR	Nature of data for some countries in this region are either (M) modelled, CA (Country adjusted ) or  (C) Country data	_X	Data nature not available	PER_1000_POP	Per 1,000 population	G	Global			
