series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	age_code	age_desc	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	1	World	1			Region						Y15T24	15 to 24 years old	F	Female	2018	30.4					ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	1	World	1			Region						Y15T24	15 to 24 years old	M	Male	2018	12.7					ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	1	World	1			Region						Y15T24	15 to 24 years old	_T	Both sexes	2018	21.3					ILO estimates, November 2018, available in ILOSTAT (www.ilo.org/ilostat). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M	Modeled data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	Y15T24	15 to 24 years old	M	Male	2017	13.6					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation	C	Country data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	Y15T24	15 to 24 years old	F	Female	2017	17.2					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation	C	Country data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1	Y15T24	15 to 24 years old	_T	Both sexes	2017	15.3					ILOSTAT - LFS - EU Labour Force Survey	Repository: Eurostat special tabulation	C	Country data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y15T24	15 to 24 years old	M	Male	2017	10.6					ILOSTAT - LFS - Labour force survey	Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y15T24	15 to 24 years old	_T	Both sexes	2017	17.4					ILOSTAT - LFS - Labour force survey	Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1	Y15T24	15 to 24 years old	F	Female	2017	23.6					ILOSTAT - LFS - Labour force survey	Break in series: Methodology revised | Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers	C	Country data	PT	Percentage	G	Global			
SL_TLF_NEET	Proportion of youth not in education, employment or training, by sex and age (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	Y15T24	15 to 24 years old	_T	Both sexes	2017	6.2					ILOSTAT - HIES - Living standards survey	Data reference period: Noncalendar year	C	Country data	PT	Percentage	G	Global			
